seqnames	start	end	width	strand	Conc	Conc_Cph_NanoDam	Conc_control	Fold	p.value	FDR
2L	12398303	12398703	401	*	9.95484888731631	10.0569589306371	9.84495753727811	0.072457176925779	0.426659166652601	0.79162944581271
X	11834800	11835200	401	*	9.94113668418477	10.0495718734817	9.82388412410277	0.0761819625909441	0.426673255017507	0.79162944581271
2R	8462200	8462600	401	*	10.6108806019909	10.4524118745183	10.7536527216162	-0.0904288711467883	0.426701626442993	0.79162944581271
3R	28912248	28912648	401	*	10.6355338900119	10.7465646984494	10.515240247889	0.0775046490492739	0.426714118469499	0.79162944581271
2L	8028202	8028602	401	*	8.41486665039544	8.26200785352787	8.5530699178135	-0.089127382887953	0.426742367067405	0.79162944581271
3L	21422995	21423395	401	*	9.15995798558529	9.00296142803774	9.30153425442284	-0.0901726297369231	0.426767731675883	0.79162944581271
X	9680794	9681194	401	*	10.9117296433196	11.0472423382756	10.7621560601766	0.0881672768132217	0.426787513468473	0.79162944581271
X	21293639	21294039	401	*	9.50199379543743	9.6165630880974	9.37753517920656	0.0794518877440226	0.4268392401062	0.791660863373875
2L	3662804	3663204	401	*	7.99789946086761	7.73026421295078	8.22356923802474	-0.0974646861223782	0.42693388866681	0.791660863373875
2L	11191074	11191474	401	*	8.63670745310745	8.45489788243269	8.79814821181135	-0.0947645954114445	0.42694093329982	0.791660863373875
2R	10455047	10455447	401	*	10.8361307096755	10.9745538176698	10.683002883343	0.0890845885243624	0.426961373971853	0.791660863373875
2L	15755330	15755730	401	*	9.65463062717098	9.80254388889957	9.48980166492643	0.0918472097304461	0.426966847555556	0.791660863373875
3L	10661528	10661928	401	*	9.04298448752441	9.2435278970625	8.80999324013178	0.0979903585754399	0.426989095405734	0.791660863373875
2R	15256304	15256704	401	*	10.3575661993311	10.1125019693189	10.5669843414745	-0.0979852967287066	0.427024204000346	0.791668899388074
X	17663255	17663655	401	*	9.60857744678441	9.47120355661265	9.73400029198779	-0.0842647162815964	0.427126050643108	0.79167414523792
2R	4166618	4167018	401	*	11.3524892737654	11.2329365318922	11.4628886442212	-0.0770841673484984	0.427161321390537	0.79167414523792
2L	6166381	6166781	401	*	8.72724644610193	8.85397426711316	8.58830528358439	0.0848402064286952	0.427180234479081	0.79167414523792
2L	2229545	2229945	401	*	11.5611478663537	11.7060500719175	11.4000501063838	0.0909618709696483	0.42724222206479	0.79167414523792
3R	30346206	30346606	401	*	10.0385563493041	10.1901521875718	9.86914025521976	0.0926478765316261	0.427256827931443	0.79167414523792
2R	16200269	16200669	401	*	11.9314547105965	12.0581536790544	11.7925482336637	0.0848133746577533	0.427282595691389	0.79167414523792
X	9599889	9600289	401	*	11.2782336225516	11.0914933088923	11.4435492627284	-0.0952464052205878	0.427335054914691	0.79167414523792
3R	14330605	14331005	401	*	11.0497359456343	11.1658188172235	10.9234889624831	0.0800865806157158	0.427348119946825	0.79167414523792
3R	15479414	15479814	401	*	9.84125595363228	9.95259121243059	9.72060483153208	0.077689706076027	0.427352250661815	0.79167414523792
3R	30049302	30049702	401	*	10.3426092649764	10.2089426688764	10.4649348937558	-0.0830293464359306	0.427363719014142	0.79167414523792
X	15789398	15789798	401	*	11.9637716828523	12.0780535023989	11.8396522678984	0.0791520794251774	0.427365553155257	0.79167414523792
2L	22640654	22641054	401	*	9.48827023039421	9.33459058048564	9.62714403446931	-0.0890216332920376	0.427446098331267	0.791766336374701
3R	19287230	19287630	401	*	9.81366971205344	9.67083227000049	9.94363051111	-0.0859981622756971	0.427519127740291	0.791844593643818
X	21295865	21296265	401	*	8.78764511176916	8.94122056123582	8.61575225238272	0.0930989648448219	0.427637134508921	0.79200614004622
2R	25212498	25212898	401	*	9.66523820277165	9.52501919702204	9.79302808868565	-0.0852022289147714	0.42768592221925	0.792039475134274
2L	8991855	8992255	401	*	12.1354067377611	12.3084399245281	11.9387555566763	0.0961884508876494	0.42772104732925	0.792047505222066
X	16567021	16567421	401	*	9.81029073287533	9.91112070278793	9.7018806657868	0.0715335583426193	0.427808522139327	0.792152467576059
X	15717168	15717568	401	*	10.5185550961851	10.4062096946747	10.6227804647037	-0.073642392089547	0.427840115543121	0.792153949355606
3R	21334952	21335352	401	*	9.02827125343319	8.81247475780467	9.21594952136576	-0.0973930890105204	0.427908089799374	0.792222785900604
2L	10439408	10439808	401	*	10.0117714923686	10.1596072130413	9.84703883545632	0.0916537245259598	0.427986269535278	0.79231050545445
2R	10147270	10147670	401	*	11.4504699450095	11.5942608589476	11.2907448651132	0.0905272047096502	0.428093237891448	0.792370227317809
2L	22112701	22113101	401	*	8.81886414780264	8.57532816428781	9.02716599583127	-0.0977287806730133	0.428102220764103	0.792370227317809
X	6861643	6862043	401	*	11.3717280067321	11.1617492725061	11.5549922163446	-0.0970557675388782	0.428110934479698	0.792370227317809
2R	9114707	9115107	401	*	11.5697159085295	11.432221691303	11.6952390351314	-0.0841691886824513	0.428182997108583	0.792437262998092
X	8409243	8409643	401	*	10.6408254493442	10.4232626982075	10.8298376345982	-0.0973765685777085	0.428208761630184	0.792437262998092
X	15354791	15355191	401	*	9.22056589331406	9.34877707022284	9.07983942888893	0.0853521554790581	0.42829203537558	0.79249297203032
3R	20804324	20804724	401	*	9.57854764500767	9.69047755123083	9.45719782560209	0.0778831986498715	0.42830047775073	0.79249297203032
3R	22380550	22380950	401	*	11.7030034669294	11.5513655255993	11.8402081610995	-0.0884631892126297	0.428341693116098	0.792512230682654
3R	18659582	18659982	401	*	9.3270777396545	9.05142411149783	9.55841678654584	-0.0967898209737678	0.42841436240195	0.792589678014395
2L	21115976	21116376	401	*	13.0792742720482	13.2156822856084	12.9286090067785	0.0882071146939574	0.428498933917172	0.79268913239028
3R	17532756	17533156	401	*	10.8860403984522	11.0300566443657	10.7260371769087	0.0905161233986808	0.428609420678903	0.792836510172199
X	18384582	18384982	401	*	11.9930445574228	12.1043194337478	11.8724643483448	0.0774866325328475	0.428749769564655	0.792950791679015
3R	29147512	29147912	401	*	10.5471906908886	10.4198685580982	10.6641818468141	-0.0803764070656463	0.428754531885335	0.792950791679015
X	19174737	19175137	401	*	10.1088338661612	10.2367092408508	9.9685119128237	0.0851483496182523	0.428763673945777	0.792950791679015
3R	21773701	21774101	401	*	9.4644326928444	9.57381280247754	9.34607441922618	0.0765345863483657	0.428825878115799	0.792961616156017
3R	24857333	24857733	401	*	10.0761072745115	9.96797364252206	10.1766980873332	-0.0713635718313741	0.428831176052965	0.792961616156017
2L	18950827	18951227	401	*	9.25033341068564	9.02380402217832	9.44607344755651	-0.0974755408004826	0.428880252648322	0.792995364003313
2L	10316669	10317069	401	*	9.91558387215994	10.0389044512627	9.78072824978037	0.0832939688166109	0.428921139669747	0.793013965646417
2L	15928828	15929228	401	*	8.69112225350965	8.5520798177994	8.81793430945625	-0.0846446269069999	0.428965606993112	0.793016509608047
X	439093	439493	401	*	10.7390224933676	10.5374682410862	10.9158390148559	-0.0963435852617242	0.42898416900702	0.793016509608047
X	4629791	4630191	401	*	11.4490658248258	11.3258069518045	11.5626177743986	-0.0785671358025548	0.429023065487911	0.793031426289899
X	8160077	8160477	401	*	10.3252457788748	10.4525451623241	10.1856171878965	0.0848980193778397	0.429055968423324	0.793035262802846
3L	11078769	11079169	401	*	9.51021339894571	9.65166365159152	9.35337181703653	0.0897155763256332	0.42929896106348	0.793371473015084
X	3478625	3479025	401	*	10.2131032280035	10.0834562432542	10.3320541525018	-0.081105746829464	0.429309485870727	0.793371473015084
X	11053700	11054100	401	*	9.14366843398017	8.99137823101887	9.28140682302464	-0.0883780924550807	0.429353797019921	0.793371473015084
3L	6306780	6307180	401	*	9.09195620726705	8.93290219547901	9.23520314229112	-0.0902555684570695	0.429361230216366	0.793371473015084
3R	22696812	22697212	401	*	11.2644749410574	11.1485799600076	11.3717481318262	-0.0751821382426514	0.42941100248254	0.793406452550697
4	489378	489778	401	*	9.4544818155532	9.18874422607554	9.67880198604581	-0.0968938063120316	0.429495743548996	0.793407002293353
3L	20392989	20393389	401	*	12.6342326510881	12.7778266011748	12.4747506167666	0.0902448742163796	0.429527118418002	0.793407002293353
3L	8018261	8018661	401	*	8.41663977427137	8.15106262708589	8.64084569952321	-0.0968767938125396	0.429534267507871	0.793407002293353
2L	7780202	7780602	401	*	10.5676731082286	10.7046459786028	10.416318326177	0.0882816599272845	0.429641424910238	0.793407002293353
3R	21071864	21072264	401	*	12.2524228512082	12.3845140063126	12.1070074186994	0.086577760625089	0.429643738438237	0.793407002293353
X	6735646	6736046	401	*	10.0184567740913	9.90589544822268	10.122867943108	-0.0736311537581655	0.429653885222341	0.793407002293353
3R	8208940	8209340	401	*	8.43027906004577	8.114419421779	8.6892536004919	-0.0942331307051714	0.429691820938989	0.793407002293353
3L	23223509	23223909	401	*	8.91110117256381	8.73355654296629	9.06917112537757	-0.0935939190448189	0.429695391781657	0.793407002293353
2R	7068035	7068435	401	*	9.96673767833004	9.74478787644521	10.1590507025449	-0.0971811805512237	0.429698464396446	0.793407002293353
3L	19838600	19839000	401	*	10.1421652083398	9.98802962278068	10.2814111568671	-0.0888594592000779	0.429719718676513	0.793407002293353
3R	28919029	28919429	401	*	10.6072143536543	10.7604461071049	10.4357520542714	0.0925939321400487	0.4297563242179	0.793417643211244
3R	8288067	8288467	401	*	10.7583114066829	10.9106775952935	10.5879324077382	0.0924051179214566	0.429789915576722	0.793422515693475
3L	20920202	20920602	401	*	8.455589719659	8.30186252111532	8.59450234392709	-0.0888262267209208	0.429821967797459	0.793422515693475
X	14209724	14210124	401	*	10.3406319161629	10.1785771111193	10.4863077934564	-0.0907326902208775	0.429867676291605	0.793422515693475
2L	8202270	8202670	401	*	9.5422179195177	9.40107020738286	9.6707786093551	-0.0853525972568547	0.429882333284185	0.793422515693475
2R	12631669	12632069	401	*	10.1211707002057	9.93898647975069	10.282906713057	-0.0942178243874134	0.429918183170231	0.793424043290138
3L	3179848	3180248	401	*	8.64420479149015	8.80529999991164	8.46283347081368	0.0939818431199733	0.429944846004452	0.793424043290138
3L	15449791	15450191	401	*	9.15057387403741	9.32715142055055	8.94933019973627	0.0960669413229141	0.430038820181025	0.793540538638323
2L	8226276	8226676	401	*	10.4333412172751	10.5736142958473	10.2779458761642	0.0892283341678798	0.430190330696672	0.793726896146527
X	16841075	16841475	401	*	9.64833797491121	9.46236835942934	9.81304951088122	-0.0946175408861339	0.430201520426473	0.793726896146527
2R	21368104	21368504	401	*	11.7052808984629	11.6008494516143	11.8026605182636	-0.0692516786840386	0.430232393411465	0.793726930616031
X	19751464	19751864	401	*	10.6470946557066	10.7601386458942	10.5244341248852	0.0782538998928816	0.430322503453676	0.79383624247729
X	11624952	11625352	401	*	9.74488630104025	9.55049948767482	9.91616453332239	-0.0954710993980547	0.430443757056785	0.793949930627929
2L	6540305	6540705	401	*	9.21507219889343	9.32752678217141	9.09310537530812	0.0779844909609653	0.430445857433148	0.793949930627929
3R	31484665	31485065	401	*	10.0227390185073	9.90826997353446	10.1287895135145	-0.074361193210824	0.430482969257484	0.793961455703239
2L	4563854	4564254	401	*	8.79348251021578	8.91494458084548	8.66084646118253	0.0821751589682502	0.430558095086783	0.794043085246792
3L	15120605	15121005	401	*	8.88772121291681	8.64208966426606	9.09755322753385	-0.0970749964926313	0.430690916816615	0.794087875079121
2R	24124697	24125097	401	*	10.8811078102298	10.7632561883752	10.9900551122636	-0.0760004142581759	0.430715921530418	0.794087875079121
3L	21340000	21340400	401	*	11.6709571515422	11.5078650941121	11.8174704927583	-0.0908020836520438	0.430767194991545	0.794087875079121
3L	1212760	1213160	401	*	10.8423002046324	10.6787742446261	10.9891635504289	-0.0908652725586695	0.430798211982166	0.794087875079121
2R	5892226	5892626	401	*	8.0099728401493	7.70615827002568	8.2608039709044	-0.0946697186427348	0.430815663401885	0.794087875079121
2L	13496578	13496978	401	*	8.9228754827682	8.74762423648744	9.07912545928496	-0.092912767436616	0.430818605781185	0.794087875079121
3R	31180383	31180783	401	*	9.38902081817572	9.23698798650658	9.52654867274397	-0.0881356017073204	0.430819140411034	0.794087875079121
3R	19602049	19602449	401	*	10.6713475427653	10.5095934293889	10.816780442	-0.0905573088388175	0.43082932837626	0.794087875079121
3L	12397982	12398382	401	*	9.06090086270442	8.92789474515872	9.18267316675606	-0.082179774447815	0.430928478864439	0.79417415773747
3R	14067572	14067972	401	*	9.89482733348896	9.74848976659839	10.0276788204271	-0.0867569792510486	0.430937884076087	0.79417415773747
2R	19215714	19216114	401	*	9.70161105121361	9.88428544741695	9.49240657774455	0.0963885059749417	0.431018838073894	0.794266447668404
2R	16968709	16969109	401	*	8.0178605803029	7.69739432246153	8.27991960454973	-0.0935486686733873	0.431079523924481	0.79427146631231
2R	22390875	22391275	401	*	12.6453400243466	12.7470985765254	12.5358556973497	0.0719029696698795	0.431083312445188	0.79427146631231
2L	3508841	3509241	401	*	12.187511581323	12.0188802349989	12.3384789148153	-0.0918492070517041	0.431173372338516	0.794275686383118
3L	6617694	6618094	401	*	11.6857466833216	11.525504380107	11.829956554567	-0.0901426106098689	0.43117963505966	0.794275686383118
3R	9446248	9446648	401	*	9.86176010667418	9.96657862004336	9.74872518317249	0.0736117391679858	0.431230926987565	0.794275686383118
X	11687550	11687950	401	*	11.2880624611973	11.418059321376	11.1451814507379	0.0855632282819417	0.431232727000725	0.794275686383118
3L	22430408	22430808	401	*	12.0810256906027	12.2154143690769	11.9328205200058	0.0871717512818851	0.431277467460972	0.794275686383118
X	2953990	2954390	401	*	9.05707990711183	9.17721034738666	8.92603034178417	0.0814163255701947	0.431353822040079	0.794275686383118
X	15716103	15716503	401	*	12.2275789323152	12.0854309213787	12.3569688312608	-0.085333846570349	0.431357284427978	0.794275686383118
2R	13184647	13185047	401	*	8.96837509442276	8.73561466696344	9.1687475705946	-0.0969678035868598	0.431366640627835	0.794275686383118
X	9267398	9267798	401	*	9.43267780428588	9.27333600397449	9.57615808155946	-0.0900259944603755	0.431403085475743	0.794275686383118
2L	12780773	12781173	401	*	9.56060403278435	9.43618540402089	9.6751394425542	-0.0789433307042655	0.431418519134768	0.794275686383118
3L	23102646	23103046	401	*	10.2362174033622	10.1276912239124	10.3371478020895	-0.0714494834264773	0.431425234823374	0.794275686383118
2R	20753349	20753749	401	*	8.67138183364702	8.53414480482801	8.79669059901165	-0.0838234614737349	0.431554797550189	0.794410904987969
3L	19595646	19596046	401	*	9.86215280849518	9.67631616834004	10.0267600548098	-0.094365719370196	0.431562016320918	0.794410904987969
4	694984	695384	401	*	11.1583516216333	11.2882932978913	11.0155372824298	0.0855712472448623	0.43159132393049	0.794410904987969
2R	14302839	14303239	401	*	10.7858269199709	10.6697252012282	10.8932771956601	-0.0751813222764073	0.43166398556315	0.794487803435075
4	439899	440299	401	*	10.8777905887567	10.9997373842247	10.744576248729	0.0823542126486603	0.431774238510678	0.794633873636227
2L	5718942	5719342	401	*	9.58937132097007	9.46646618372728	9.7026230155323	-0.078345523939686	0.43186769105473	0.794644715748128
3R	13755356	13755756	401	*	8.93362770292101	8.63559442716343	9.18050949069423	-0.0947522806940078	0.431869864141923	0.794644715748128
X	2433248	2433648	401	*	8.48795220402132	8.31024677955808	8.64614956543469	-0.0931142509845748	0.43187279964527	0.794644715748128
3R	19479169	19479569	401	*	9.66159696626276	9.78640151178637	9.52496456396269	0.0835297839448026	0.431906158273097	0.79464925772961
X	536443	536843	401	*	8.11996910887452	7.83723086303126	8.35627274192799	-0.0955305265235831	0.43193863064604	0.794651307458637
3R	12680835	12681235	401	*	10.1701845178828	10.2809452576571	10.0502078481497	0.0770028580868073	0.431969052808613	0.794651307458637
2R	17041811	17042211	401	*	11.5794254965516	11.4517642153377	11.6967029054741	-0.0801108696526764	0.432050639044816	0.794703482454356
2R	16769245	16769645	401	*	8.49220373938142	8.29308263662945	8.66714562788736	-0.0955545162354697	0.43205919944049	0.794703482454356
2L	1986137	1986537	401	*	10.8730565649372	10.9843396024676	10.7524667717377	0.0772228219223429	0.432120990594092	0.794729783013871
X	18530843	18531243	401	*	10.4308722079299	10.5279354986108	10.326804498514	0.0689545318030054	0.432137295451619	0.794729783013871
X	23097807	23098207	401	*	10.1964378274173	9.96614408274879	10.3949806284045	-0.0967582469432778	0.432175626140986	0.794729783013871
2L	4007492	4007892	401	*	8.41879199088075	8.20823348223015	8.60249749390854	-0.0962294324586798	0.432197071501032	0.794729783013871
2L	3049815	3050215	401	*	10.8673265600639	10.9972544735362	10.7245288476927	0.0854804353836554	0.432387727432071	0.795023535715104
3L	20307350	20307750	401	*	9.27033426057657	9.41528772043038	9.10917313368038	0.090109907469872	0.432429177960063	0.795042924744327
3R	23652475	23652875	401	*	13.556171050817	13.7440996746849	13.3400433451948	0.0963470768383775	0.432593834716643	0.795288815699682
2L	7055302	7055702	401	*	10.6025403705145	10.7061986943385	10.4908535771673	0.0729319736501724	0.432640753609739	0.795318235430223
3R	16431580	16431980	401	*	10.5204148119303	10.6190519120891	10.4145357284947	0.0698992149124184	0.432736056346843	0.79543658803305
3L	20939831	20940231	401	*	10.2696616628723	10.0298262695222	10.4752519495826	-0.0965975339373388	0.43290895389953	0.795645485575405
2L	10490435	10490835	401	*	12.277421858198	12.3927481911545	12.1520692737741	0.0791586667409088	0.432942002485962	0.795645485575405
3R	28896582	28896982	401	*	12.4324248390564	12.5880583374191	12.2579489467357	0.0925316558040148	0.432950656307752	0.795645485575405
3L	19805548	19805948	401	*	13.120830041786	13.2809932943388	12.9406395039735	0.0933590816138247	0.432973417009527	0.795645485575405
X	7914665	7915065	401	*	10.8659709301862	10.7154086059165	11.0022945716365	-0.0875090408464058	0.433087866437307	0.795798954578552
2R	11345960	11346360	401	*	11.5308860323862	11.7000872699535	11.3391709747897	0.0946542686480971	0.43318747214871	0.795925128278377
2R	11595136	11595536	401	*	9.13838175929225	8.91053121844936	9.33510691814832	-0.0964672316891542	0.433308483385493	0.795973085462989
3R	23993536	23993936	401	*	12.1379997832686	11.9997898342877	12.2641190889263	-0.0838822355122736	0.433318411305249	0.795973085462989
2L	13513622	13514022	401	*	11.1995400263599	11.0140415634587	11.3638819703197	-0.0939733988603845	0.433330749971281	0.795973085462989
2R	18566908	18567308	401	*	13.4932690946321	13.3108460130839	13.6551932776783	-0.0935837007480431	0.433337339627178	0.795973085462989
3R	27148885	27149285	401	*	12.6994953468404	12.5320823411206	12.8494856897801	-0.0912352892320578	0.433549815252662	0.796306511307634
2L	12976726	12977126	401	*	10.6710093398964	10.8164460389019	10.5092505250769	0.0901293792963758	0.433656422560673	0.79631920469038
2L	15913737	15914137	401	*	12.8503025384907	13.0116256398844	12.6686422154268	0.0934247655897164	0.433683816408085	0.79631920469038
2L	20120216	20120616	401	*	9.24794999322646	9.12609886008256	9.36030622934541	-0.0774919724784211	0.433704692649488	0.79631920469038
3L	16593030	16593430	401	*	9.65093876616225	9.53955148837248	9.75433905537371	-0.0727665850303961	0.433704693079798	0.79631920469038
3L	652400	652800	401	*	10.8739652920898	10.7418800172902	10.9949653702502	-0.0817186881854735	0.43377614622076	0.79631920469038
3R	10561274	10561674	401	*	9.05677707656984	9.18104945522585	8.92078230923162	0.0831805841183036	0.433777223016711	0.79631920469038
X	2996993	2997393	401	*	8.40758622652161	8.17678199335866	8.60650813240955	-0.0963899196121624	0.433790494702939	0.79631920469038
2L	22016456	22016856	401	*	8.64339474049313	8.47827588085405	8.79154135918491	-0.0906240254395595	0.433804366745616	0.79631920469038
3L	6213045	6213445	401	*	10.7924753673368	10.6121738936336	10.9527262363066	-0.0931705385963065	0.433946079607419	0.79640804561039
3R	22333179	22333579	401	*	8.70103647004937	8.55272240703584	8.83551466408656	-0.0868508359075112	0.433955342923992	0.79640804561039
X	20478381	20478781	401	*	10.1455734191984	10.3021802453731	9.96987301566999	0.0924999518554719	0.433983465853188	0.79640804561039
X	17815123	17815523	401	*	8.64701847371328	8.48627579906204	8.79163339342773	-0.0897468104824508	0.433999784385528	0.79640804561039
3L	8090102	8090502	401	*	11.1964970256493	11.3018826395746	11.0828022826249	0.073867199389377	0.434007556517476	0.79640804561039
2L	15426135	15426535	401	*	10.645384724064	10.7929391507979	10.4810013344481	0.0905731368742197	0.434069051252228	0.796427233873534
3L	3328093	3328493	401	*	10.5846973901347	10.4086062825512	10.7416144635816	-0.0925606699756452	0.434079931822773	0.796427233873534
2L	16728286	16728686	401	*	10.4088330617383	10.5078628723178	10.3025013255447	0.0700939575514531	0.434192808875193	0.796542141961241
X	4147642	4148042	401	*	9.72811018352681	9.85936864537948	9.58370341310585	0.0857622538182092	0.43423265624132	0.796542141961241
3L	27143789	27144189	401	*	4.80727681656996	4.37708585909755	5.13822117069578	-0.0844034618044785	0.434235451850902	0.796542141961241
2L	21719309	21719709	401	*	10.5046309947143	10.6523224902501	10.3400774333346	0.0906018203385166	0.434310427984293	0.796622870580816
X	17664503	17664903	401	*	10.9609179316684	11.0950854698637	10.8129817059711	0.0867036877174491	0.434354518541296	0.796646940644149
3L	2157528	2157928	401	*	9.30333766523061	9.49782642950709	9.07848332462074	0.0961716876766056	0.434416779208629	0.796704330586867
X	15960591	15960991	401	*	9.37041319441637	9.52493145834424	9.1973380510262	0.0920756456017013	0.434611006836247	0.796815351883293
2L	3873402	3873802	401	*	8.88950919524633	8.75784854126418	9.01015287762551	-0.0813286210983603	0.434614727200998	0.796815351883293
X	4622266	4622666	401	*	10.4704215015454	10.3003030477968	10.6225793381608	-0.0914960602561588	0.434636905025414	0.796815351883293
X	14918415	14918815	401	*	11.2125660884692	11.3135667127472	11.1039587062841	0.0712396567640772	0.434642985062392	0.796815351883293
X	16809813	16810213	401	*	9.23074539486473	8.98641640127074	9.43962674548904	-0.0961163131688582	0.434713825059529	0.796815351883293
3L	8747240	8747640	401	*	9.0294097272858	9.16939490430982	8.87436769342658	0.0884126380464707	0.434714200448546	0.796815351883293
X	13623582	13623982	401	*	10.1974075232933	10.0900115485705	10.29735973532	-0.0705704792257751	0.434745919804138	0.796815351883293
3R	19176079	19176479	401	*	9.55009522876124	9.65652196252611	9.43518768423264	0.0742831060606577	0.434754936121103	0.796815351883293
X	3967859	3968259	401	*	11.8578249556805	11.9700763106567	11.7360971803039	0.0774542470245866	0.434756084704914	0.796815351883293
4	1296604	1297004	401	*	4.80913421944902	5.17955046685531	4.3094758518859	0.0797072217804246	0.434869555921868	0.796891674281872
X	22575079	22575479	401	*	9.55073565815625	9.69838805566952	9.3862306409073	0.0905300784918801	0.434940885185054	0.796891674281872
3L	22851598	22851998	401	*	10.6957466764477	10.4519149439395	10.9042647114295	-0.0960678756034446	0.434952717589186	0.796891674281872
3L	6740441	6740841	401	*	8.65180187741901	8.79244499526604	8.49595220050233	0.0886985159318938	0.434978937093391	0.796891674281872
3R	23595622	23596022	401	*	8.34016570346186	8.48222441398983	8.18257555647607	0.089083817795503	0.435007494765973	0.796891674281872
2L	860085	860485	401	*	10.0785032317692	9.97353017817079	10.1763535909282	-0.0692372863680283	0.435020937686678	0.796891674281872
X	1291064	1291464	401	*	10.3699585716048	10.1578776404241	10.5548213762991	-0.0956666200757658	0.435034050199337	0.796891674281872
2L	9124288	9124688	401	*	11.5602019582465	11.7487159957326	11.3432992544915	0.0958267152144252	0.435061897709803	0.796891674281872
3L	3468979	3469379	401	*	9.89599895110634	10.0402183581306	9.73574487159834	0.0896312110434297	0.435102132545311	0.796891674281872
2R	10264934	10265334	401	*	10.0874277115066	10.2544034464102	9.89856571008168	0.0939567111961698	0.435133919806466	0.796891674281872
X	19842280	19842680	401	*	8.97159182816024	8.73574220386429	9.1742480666984	-0.0960814662756753	0.435138478081145	0.796891674281872
3L	8443987	8444387	401	*	9.39562906486226	9.16369526290358	9.59538899402684	-0.0960704658117988	0.435171918414226	0.796896184596097
2L	12360	12760	401	*	11.7945176400992	11.93224658897	11.6422389792193	0.087701575694089	0.435283690000819	0.796983985716624
3R	15301158	15301558	401	*	10.1685262637169	9.91283502193445	10.3856505899537	-0.0957437581428718	0.43529061029634	0.796983985716624
3R	4431570	4431970	401	*	10.2766250060318	10.3900648452056	10.1534982310287	0.0780170652191733	0.435321045356099	0.796983985716624
X	15855523	15855923	401	*	11.7695244556961	11.8912584589903	11.6365640354636	0.081845197233694	0.435357223721882	0.796983985716624
X	15029565	15029965	401	*	8.66761914301725	8.80270764628417	8.51856226177257	0.0867561432252851	0.435374769728891	0.796983985716624
2R	8064801	8065201	401	*	9.3727293137757	9.13839070513655	9.57426956062712	-0.0960019995336715	0.43548401939405	0.797127251950472
2R	414777	415177	401	*	7.8607506970897	7.69010744143563	8.01332813655249	-0.0914479376201467	0.435576087607889	0.797130926077988
2R	7664496	7664896	401	*	11.1743634921481	11.0113757798923	11.320792635663	-0.0900818156275514	0.435604490301138	0.797130926077988
3R	31100570	31100970	401	*	13.871719091645	14.0461163029732	13.67330358337	0.0947390801625833	0.435628526041065	0.797130926077988
2L	18829308	18829708	401	*	12.1719522103891	12.3493597924411	11.9696292922466	0.0950124465790231	0.435631351009374	0.797130926077988
2R	13465153	13465553	401	*	9.98267918508899	9.72363658944905	10.2022135360099	-0.0955577918446133	0.435640959756285	0.797130926077988
3R	30270735	30271135	401	*	10.0886462152494	9.85946767654236	10.2863600152336	-0.095910584568761	0.435784432098675	0.797319931379039
3R	15269318	15269718	401	*	13.2637317401192	13.3933596596749	13.1212963636357	0.0848984171590719	0.435861713211704	0.797319931379039
2L	2421783	2422183	401	*	9.11956115733521	9.24053121720566	8.98751165610942	0.081424468481493	0.435904942478908	0.797319931379039
X	14908871	14909271	401	*	8.5632979722696	8.42482054632709	8.68963993760396	-0.0836740851390646	0.435907056939149	0.797319931379039
2R	8348840	8349240	401	*	9.77954263633889	9.65942817521035	9.89042079144361	-0.0766309015972847	0.435954949405664	0.797319931379039
2L	6966881	6967281	401	*	12.4566996130319	12.30397404419	12.5947939840247	-0.0877120739203947	0.435996221826314	0.797319931379039
3L	14464181	14464581	401	*	9.11915526316562	8.97913618748603	9.24677909311145	-0.0842734926626612	0.436005012264547	0.797319931379039
3L	22477397	22477797	401	*	8.71514090045369	8.86094806459241	8.55292357736088	0.0898342548317049	0.4360080040876	0.797319931379039
X	18243955	18244355	401	*	9.90230494005795	10.0445423893568	9.74449476297938	0.0889276050571787	0.436028057084675	0.797319931379039
X	15100287	15100687	401	*	8.43850981598532	8.28280943949917	8.57903135762072	-0.0885238190870234	0.436078522236704	0.797319931379039
2R	15923024	15923424	401	*	10.9984397619857	10.8911860734906	11.0982687246138	-0.0703845692020936	0.43608926528682	0.797319931379039
2R	7527213	7527613	401	*	11.6473800947322	11.7822873331742	11.4985439068741	0.0866884253876226	0.43612662824212	0.797319931379039
X	1688110	1688510	401	*	9.71775551030079	9.59465649886547	9.83117178437091	-0.0777992823308097	0.436166278517941	0.797319931379039
3R	31679004	31679404	401	*	11.3939964192713	11.534253550011	11.2386206531428	0.0883323605248739	0.436178168874527	0.797319931379039
3L	2530394	2530794	401	*	8.94858251725056	9.10554578587186	8.77243321840521	0.0922722637739518	0.436246096733722	0.797385731153691
2R	10251492	10251892	401	*	11.0732924342827	10.8580276884033	11.2605685505657	-0.0955114481610907	0.436276158055907	0.797385731153691
2R	6895746	6896146	401	*	8.88815278777678	8.68208931044202	9.06842871605138	-0.0951055049278591	0.436365258832127	0.797449072368453
X	18506102	18506502	401	*	11.842888878822	11.9534388052744	11.7231595454543	0.076428530581356	0.436403518613529	0.797449072368453
2R	17445902	17446302	401	*	9.98351972217445	10.1518359928825	9.79294037991501	0.0939237708762452	0.436414444864126	0.797449072368453
2L	13383479	13383879	401	*	9.73000590128479	9.83354490593978	9.61845762292008	0.0726688634797377	0.436434810102058	0.797449072368453
X	752576	752976	401	*	10.1878107751724	10.2949607096937	10.0720596571018	0.0746485260104494	0.436529327000146	0.797565123372072
