name,chrom,chromStart,chromEnd,score,strand,signalValue,pValue,qValue,peak,annotation,geneStart,geneEnd,geneLength,geneId,transcriptId,distanceToTSS,gene,gene_start,gene_end
SRR21146075_vs_SRR21146078_peak_2550,3L,19747603,19747895,56,.,6.95897,10.72871,5.65517,146,Promoter (1-2kb),19745834,19749744,3911,FBgn0261361,FBtr0302283,1994,CG42637,19719527.0,19793569.0
SRR21146075_vs_SRR21146078_peak_2551,3L,19792076,19792089,16,.,4.19829,4.75687,1.65115,1,Promoter (1-2kb),19750943,19791041,40099,FBgn0266136,FBtr0302280,-1037,Gyc76C,19750943.0,19793569.0
SRR21146075_vs_SRR21146078_peak_2552,3L,19868569,19868594,20,.,4.52436,5.44052,2.06963,23,Promoter (<=1kb),19868036,19869558,1523,FBgn0262518,FBtr0308832,965,Rab8,19867488.0,19871078.0
SRR21146075_vs_SRR21146078_peak_2553,3L,19868711,19868817,20,.,4.52436,5.44052,2.06963,45,Promoter (<=1kb),19868036,19869558,1523,FBgn0262518,FBtr0308832,801,Rab8,19867488.0,19871078.0
SRR21146075_vs_SRR21146078_peak_2554,3L,19870674,19871081,30,.,5.43404,6.95302,3.03554,225,Promoter (<=1kb),19867488,19871078,3591,FBgn0262518,FBtr0074921,178,intergenic,,
SRR21146075_vs_SRR21146078_peak_2555,3L,19881249,19881257,17,.,3.92173,5.08049,1.78058,3,3' UTR,19882051,19888814,6764,FBgn0262519,FBtr0332152,7561,Usp32,19871139.0,19881783.0
SRR21146075_vs_SRR21146078_peak_2556,3L,19898518,19898767,38,.,5.88259,7.99793,3.80655,117,Promoter (2-3kb),19895216,19896391,1176,FBgn0052218,FBtr0304110,-2245,Mi-2,19882051.0,19910215.0
SRR21146075_vs_SRR21146078_peak_2557,3L,19929796,19929830,23,.,4.96563,5.92072,2.37616,2,Promoter (1-2kb),19928743,19932930,4188,FBgn0036921,FBtr0331800,1056,RhoGDI,19928743.0,19932930.0
SRR21146075_vs_SRR21146078_peak_2558,3L,19929897,19930153,30,.,5.39359,6.89423,3.02658,226,Promoter (1-2kb),19928743,19932930,4188,FBgn0036921,FBtr0331800,1381,RhoGDI,19928743.0,19932930.0
SRR21146075_vs_SRR21146078_peak_2559,3L,19939106,19939119,27,.,4.8625,6.58738,2.79608,2,Promoter (<=1kb),19939287,19977960,38674,FBgn0004852,FBtr0074897,-178,intergenic,,
SRR21146075_vs_SRR21146078_peak_2560,3L,19939373,19939577,37,.,5.5646,7.90808,3.76606,69,Promoter (<=1kb),19939287,19977960,38674,FBgn0004852,FBtr0304746,156,Ac76E,19939287.0,19977960.0
SRR21146075_vs_SRR21146078_peak_2561,3L,20188407,20188456,27,.,5.10891,6.4654,2.7781,34,Promoter (<=1kb),20188522,20189779,1258,FBgn0036945,FBtr0074820,-80,CG42674,20149614.0,20198317.0
SRR21146075_vs_SRR21146078_peak_2562,3L,20188531,20188643,36,.,5.73568,7.73741,3.63779,35,Promoter (<=1kb),20188522,20189779,1258,FBgn0036945,FBtr0074821,45,Ssk,20188522.0,20189779.0
SRR21146075_vs_SRR21146078_peak_2563,3L,20189129,20189241,30,.,5.43404,6.95302,3.03554,50,Promoter (<=1kb),20188522,20189779,1258,FBgn0036945,FBtr0074821,658,Ssk,20188522.0,20189779.0
SRR21146075_vs_SRR21146078_peak_2564,3L,20302818,20303117,13,.,3.62269,4.33257,1.31245,87,Promoter (<=1kb),20302431,20309511,7081,FBgn0036967,FBtr0074838,475,SCCRO4,20299410.0,20309511.0
SRR21146075_vs_SRR21146078_peak_2565,3L,20386115,20386172,23,.,4.53694,5.94877,2.37616,56,Promoter (<=1kb),20386408,20391913,5506,FBgn0011205,FBtr0078187,-236,fbl,20384429.0,20391913.0
SRR21146075_vs_SRR21146078_peak_2566,3L,20400654,20400697,17,.,4.08839,4.98931,1.72568,41,Promoter (<=1kb),20396288,20401609,5322,FBgn0028978,FBtr0078235,913,trbl,20396288.0,20401609.0
SRR21146075_vs_SRR21146078_peak_2567,3L,20468050,20468095,29,.,5.24153,6.83551,2.98181,5,Promoter (1-2kb),20466944,20469592,2649,FBgn0036997,FBtr0078197,1112,CG5955,20466944.0,20469592.0
SRR21146075_vs_SRR21146078_peak_2568,3L,20472328,20472595,23,.,4.22076,5.86499,2.37616,176,Promoter (<=1kb),20469674,20473372,3699,FBgn0052428,FBtr0303381,867,CG32428,20469674.0,20473723.0
SRR21146075_vs_SRR21146078_peak_2569,3L,20472670,20472680,19,.,4.48134,5.24253,1.91203,3,Promoter (<=1kb),20469674,20473372,3699,FBgn0052428,FBtr0303381,698,CG32428,20469674.0,20473723.0
SRR21146075_vs_SRR21146078_peak_2570,3L,20497886,20498085,30,.,5.43404,6.95302,3.03554,111,Promoter (<=1kb),20497323,20514107,16785,FBgn0052425,FBtr0078203,675,CG32425,20497323.0,20514107.0
SRR21146075_vs_SRR21146078_peak_2571,3L,20515931,20515978,27,.,5.09792,6.54252,2.79608,37,Promoter (1-2kb),20514598,20517304,2707,FBgn0037007,FBtr0078218,1335,BNIP3,20514598.0,20519393.0
SRR21146075_vs_SRR21146078_peak_2572,3L,20517405,20517629,17,.,4.08839,4.98931,1.72568,143,Promoter (<=1kb),20514599,20517304,2706,FBgn0037007,FBtr0078217,-245,BNIP3,20514598.0,20519393.0
SRR21146075_vs_SRR21146078_peak_2573,3L,20521685,20521693,51,.,6.45293,9.99774,5.1206,4,Promoter (<=1kb),20521009,20522434,1426,FBgn0037009,FBtr0078209,681,CG5104,20521009.0,20522434.0
SRR21146075_vs_SRR21146078_peak_2574,3L,20525922,20525963,17,.,4.08839,4.98931,1.72568,0,Promoter (<=1kb),20522440,20526174,3735,FBgn0037010,FBtr0331566,251,Pss,20522440.0,20526174.0
SRR21146075_vs_SRR21146078_peak_2575,3L,20619025,20619034,51,.,6.45293,9.99774,5.1206,3,Promoter (1-2kb),20597141,20620659,23519,FBgn0001323,FBtr0078212,1630,knrl,20597141.0,20620659.0
SRR21146075_vs_SRR21146078_peak_2576,3L,20733801,20733845,23,.,4.84022,5.97625,2.39925,1,"Intron (FBtr0078245/FBgn0037016, intron 1 of 2)",20730591,20744508,13918,FBgn0037016,FBtr0078245,3212,CG13252,20730591.0,20744508.0
SRR21146075_vs_SRR21146078_peak_2577,3L,20733996,20734257,27,.,4.97371,6.38213,2.71404,176,"Intron (FBtr0078245/FBgn0037016, intron 1 of 2)",20730591,20744508,13918,FBgn0037016,FBtr0078245,3582,CG13252,20730591.0,20744508.0
SRR21146075_vs_SRR21146078_peak_2578,3L,20734378,20734470,16,.,4.1853,4.73087,1.62942,32,"Intron (FBtr0078245/FBgn0037016, intron 1 of 2)",20730591,20744508,13918,FBgn0037016,FBtr0078245,3820,CG13252,20730591.0,20744508.0
SRR21146075_vs_SRR21146078_peak_2579,3L,20741413,20741439,17,.,4.06484,4.9852,1.72568,0,Promoter (1-2kb),20737569,20739430,1862,FBgn0045474,FBtr0078281,-1984,CG13252,20730591.0,20744508.0
SRR21146075_vs_SRR21146078_peak_2580,3L,20778641,20778672,36,.,5.71853,7.75283,3.64862,29,Promoter (<=1kb),20778799,20780378,1580,FBgn0037020,FBtr0078251,-128,intergenic,,
SRR21146075_vs_SRR21146078_peak_2581,3L,20778927,20778958,27,.,5.05272,6.43336,2.7516,3,Promoter (<=1kb),20778799,20780378,1580,FBgn0037020,FBtr0078251,132,Pex14,20778799.0,20780378.0
SRR21146075_vs_SRR21146078_peak_2582,3L,20817450,20817502,23,.,4.53694,5.94877,2.37616,25,Promoter (<=1kb),20816901,20818027,1127,FBgn0086915,FBtr0078270,551,Pka-R1,20816118.0,20836048.0
SRR21146075_vs_SRR21146078_peak_2583,3L,20817737,20817846,23,.,4.53694,5.94877,2.37616,69,Promoter (<=1kb),20816901,20818027,1127,FBgn0086915,FBtr0078270,220,Pka-R1,20816118.0,20836048.0
SRR21146075_vs_SRR21146078_peak_2584,3L,20838255,20838706,30,.,5.43404,6.95302,3.03554,117,Promoter (<=1kb),20838313,20838700,388,FBgn0267605,FBtr0347051,327,CG13255,20837488.0,20838839.0
SRR21146075_vs_SRR21146078_peak_2585,3L,21026012,21026194,33,.,5.3819,7.30012,3.30129,30,Promoter (<=1kb),20994131,21026204,32074,FBgn0003415,FBtr0333284,161,skd,20992814.0,21027434.0
SRR21146075_vs_SRR21146078_peak_2586,3L,21046776,21046797,21,.,4.65543,5.57873,2.1793,2,Promoter (1-2kb),21048226,21075444,27219,FBgn0026179,FBtr0301602,-1447,siz,21034535.0,21075444.0
SRR21146075_vs_SRR21146078_peak_2587,3L,21055147,21055172,27,.,5.09792,6.54252,2.79608,22,"Intron (FBtr0078289/FBgn0026179, intron 1 of 5)",21058832,21075444,16613,FBgn0026179,FBtr0078290,-3662,siz,21034535.0,21075444.0
SRR21146075_vs_SRR21146078_peak_2588,3L,21056935,21057005,51,.,6.74986,10.08619,5.19207,52,Promoter (1-2kb),21058832,21075444,16613,FBgn0026179,FBtr0078290,-1844,siz,21034535.0,21075444.0
SRR21146075_vs_SRR21146078_peak_2589,3L,21060371,21060407,25,.,4.93204,6.13945,2.52724,0,Promoter (1-2kb),21058832,21075444,16613,FBgn0026179,FBtr0078290,1540,siz,21034535.0,21075444.0
SRR21146075_vs_SRR21146078_peak_2590,3L,21061061,21061075,23,.,4.98549,5.94877,2.37616,2,Promoter (2-3kb),21058832,21075444,16613,FBgn0026179,FBtr0078290,2232,siz,21034535.0,21075444.0
SRR21146075_vs_SRR21146078_peak_2591,3L,21064135,21064250,13,.,3.62269,4.33257,1.31245,1,Promoter (1-2kb),21065852,21066238,387,FBgn0262482,FBtr0304821,-1715,siz,21034535.0,21075444.0
SRR21146075_vs_SRR21146078_peak_2592,3L,21174399,21174543,13,.,3.62269,4.33257,1.31245,48,Promoter (1-2kb),21173118,21174973,1856,FBgn0270926,FBtr0089463,1330,AsnS,21173118.0,21174973.0
SRR21146075_vs_SRR21146078_peak_2593,3L,21175825,21175850,15,.,3.95927,4.63078,1.54806,0,Promoter (<=1kb),21175781,21183278,7498,FBgn0021760,FBtr0089461,45,chb,21172853.0,21183278.0
SRR21146075_vs_SRR21146078_peak_2594,3L,21185785,21185794,38,.,5.90382,8.07014,3.85844,4,"Intron (FBtr0305981/FBgn0259239, intron 3 of 4)",21183313,21193363,10051,FBgn0259239,FBtr0305981,7573,CG42337,21183313.0,21193363.0
SRR21146075_vs_SRR21146078_peak_2595,3L,21188014,21188021,63,.,7.19471,11.57711,6.31377,3,"Intron (FBtr0305981/FBgn0259239, intron 2 of 4)",21183313,21193363,10051,FBgn0259239,FBtr0305981,5345,CG42337,21183313.0,21193363.0
SRR21146075_vs_SRR21146078_peak_2596,3L,21205034,21205065,19,.,4.2906,5.30584,1.96337,24,Promoter (<=1kb),21205274,21208092,2819,FBgn0037057,FBtr0078298,-215,CG10512,21202920.0,21208092.0
SRR21146075_vs_SRR21146078_peak_2597,3L,21205149,21205265,18,.,4.20917,5.18829,1.86984,5,Promoter (<=1kb),21205274,21208092,2819,FBgn0037057,FBtr0078298,-119,CG10512,21202920.0,21208092.0
SRR21146075_vs_SRR21146078_peak_2598,3L,21267137,21267174,35,.,5.68726,7.67852,3.5905,15,Promoter (<=1kb),21266680,21267965,1286,FBgn0037063,FBtr0078417,812,CG9391,21266680.0,21268335.0
SRR21146075_vs_SRR21146078_peak_2599,3L,21267703,21268090,44,.,6.2665,8.873,4.40168,367,Promoter (<=1kb),21266680,21267965,1286,FBgn0037063,FBtr0078417,-106,CG9391,21266680.0,21268335.0
SRR21146075_vs_SRR21146078_peak_2600,3L,21280878,21281215,23,.,4.22076,5.86499,2.37616,234,Promoter (<=1kb),21280491,21281506,1016,FBgn0027945,FBtr0078412,393,ppl,21280491.0,21281506.0
SRR21146075_vs_SRR21146078_peak_2601,3L,21282006,21282204,39,.,5.65772,8.25925,3.92342,64,Promoter (<=1kb),21280491,21281506,1016,FBgn0027945,FBtr0078412,-565,CG12974,21281752.0,21285962.0
SRR21146075_vs_SRR21146078_peak_2602,3L,21282760,21282800,27,.,4.8625,6.58738,2.79608,3,Promoter (1-2kb),21280491,21281506,1016,FBgn0027945,FBtr0078412,-1258,CG12974,21281752.0,21285962.0
SRR21146075_vs_SRR21146078_peak_2603,3L,21282861,21282885,27,.,4.8625,6.58738,2.79608,0,Promoter (1-2kb),21280491,21281506,1016,FBgn0027945,FBtr0078412,-1356,CG12974,21281752.0,21285962.0
SRR21146075_vs_SRR21146078_peak_2604,3L,21283003,21283039,17,.,4.06729,4.99415,1.72568,1,Promoter (1-2kb),21280491,21281506,1016,FBgn0027945,FBtr0078412,-1499,CG12974,21281752.0,21285962.0
SRR21146075_vs_SRR21146078_peak_2605,3L,21342876,21343152,45,.,6.33114,9.08008,4.51745,179,Promoter (<=1kb),21337681,21343716,6036,FBgn0037074,FBtr0331797,660,Tbc1d8-9,21337681.0,21343716.0
SRR21146075_vs_SRR21146078_peak_2606,3L,21347875,21348052,17,.,4.08839,4.98931,1.72568,20,Promoter (<=1kb),21344768,21347069,2302,FBgn0037076,FBtr0078403,-827,ebd2,21344768.0,21349288.0
SRR21146075_vs_SRR21146078_peak_2607,3L,21349346,21349381,17,.,4.08839,4.98931,1.72568,34,Promoter (<=1kb),21344768,21349288,4521,FBgn0037076,FBtr0305306,-93,CG32436,21344033.0,21355049.0
SRR21146075_vs_SRR21146078_peak_2608,3L,21382055,21382087,22,.,4.67932,5.62577,2.21489,0,Promoter (<=1kb),21382501,21424061,41561,FBgn0261258,FBtr0309230,-445,intergenic,,
SRR21146075_vs_SRR21146078_peak_2609,3L,21382170,21382355,48,.,6.58482,9.50983,4.84167,141,Promoter (<=1kb),21382501,21424061,41561,FBgn0261258,FBtr0309230,-189,intergenic,,
SRR21146075_vs_SRR21146078_peak_2610,3L,21382417,21382483,13,.,4.00109,4.36598,1.33792,17,Promoter (<=1kb),21382501,21424061,41561,FBgn0261258,FBtr0309230,-66,intergenic,,
SRR21146075_vs_SRR21146078_peak_2611,3L,21384330,21384337,39,.,5.63335,8.16367,3.92342,4,Promoter (1-2kb),21382501,21424416,41916,FBgn0261258,FBtr0078346,1834,rgn,21382501.0,21424416.0
SRR21146075_vs_SRR21146078_peak_2612,3L,21386113,21386351,42,.,6.58273,8.68032,4.25457,146,"Intron (FBtr0309230/FBgn0261258, intron 1 of 5)",21382501,21424416,41916,FBgn0261258,FBtr0078346,3759,rgn,21382501.0,21424416.0
SRR21146075_vs_SRR21146078_peak_2613,3L,21393124,21393233,30,.,5.43404,6.95302,3.03554,23,"Intron (FBtr0309230/FBgn0261258, intron 1 of 5)",21398317,21398941,625,FBgn0267615,FBtr0347056,-5169,rgn,21382501.0,21424416.0
SRR21146075_vs_SRR21146078_peak_2614,3L,21446320,21446360,27,.,4.82665,6.45284,2.76701,27,Promoter (<=1kb),21445834,21448128,2295,FBgn0267849,FBtr0078352,514,Syx7,21445834.0,21448128.0
SRR21146075_vs_SRR21146078_peak_2615,3L,21476904,21476953,17,.,4.02738,4.85269,1.72221,32,Promoter (<=1kb),21474133,21476479,2347,FBgn0014143,FBtr0078395,-458,intergenic,,
SRR21146075_vs_SRR21146078_peak_2616,3L,21498061,21498081,23,.,4.53694,5.94877,2.37616,16,Promoter (<=1kb),21497537,21498830,1294,FBgn0264554,FBtr0344642,541,Glg1,21497549.0,21507538.0
SRR21146075_vs_SRR21146078_peak_2617,3L,21498154,21498434,13,.,3.62269,4.33257,1.31245,84,Promoter (<=1kb),21497537,21498830,1294,FBgn0264554,FBtr0344642,702,Glg1,21497549.0,21507538.0
SRR21146075_vs_SRR21146078_peak_2618,3L,21517094,21517495,64,.,8.32233,11.96516,6.48668,321,Promoter (<=1kb),21517187,21522684,5498,FBgn0037093,FBtr0078358,229,Cdk12,21516306.0,21522684.0
SRR21146075_vs_SRR21146078_peak_2619,3L,21618488,21618610,27,.,4.8625,6.58738,2.79608,5,Promoter (<=1kb),21617671,21619873,2203,FBgn0037106,FBtr0333391,823,CG11307,21617623.0,21619873.0
SRR21146075_vs_SRR21146078_peak_2620,3L,21619438,21619461,17,.,4.06729,4.99415,1.72568,1,Promoter (1-2kb),21617671,21619873,2203,FBgn0037106,FBtr0333391,1769,CG11307,21617623.0,21619873.0
SRR21146075_vs_SRR21146078_peak_2621,3L,21641517,21641567,27,.,5.10958,6.48348,2.79326,46,Promoter (<=1kb),21640995,21642599,1605,FBgn0052446,FBtr0330117,569,Atox1,21640995.0,21642599.0
SRR21146075_vs_SRR21146078_peak_2622,3L,21645096,21645159,33,.,5.41908,7.42382,3.39873,58,Promoter (<=1kb),21644958,21666306,21349,FBgn0264711,FBtr0333973,197,CG43980,21644958.0,21666306.0
SRR21146075_vs_SRR21146078_peak_2623,3L,21727782,21728132,70,.,8.68058,12.64515,7.01863,181,Promoter (<=1kb),21724326,21728673,4348,FBgn0037120,FBtr0078458,709,CG11247,21724326.0,21728806.0
SRR21146075_vs_SRR21146078_peak_2624,3L,21798219,21798240,38,.,5.60565,8.05828,3.84953,17,Distal Intergenic,21808703,21817600,8898,FBgn0000560,FBtr0078437,-10466,intergenic,,
SRR21146075_vs_SRR21146078_peak_2625,3L,21879555,21879637,17,.,4.08839,4.98931,1.72568,0,Promoter (<=1kb),21879577,21924114,44538,FBgn0262737,FBtr0301364,-21,mub,21844788.0,21932702.0
SRR21146075_vs_SRR21146078_peak_2626,3L,21892538,21892892,26,.,5.01064,6.34101,2.68214,149,"Intron (FBtr0304980/FBgn0262737, intron 2 of 9)",21884511,21887039,2529,FBgn0264470,FBtr0332737,-5649,mub,21844788.0,21932702.0
SRR21146075_vs_SRR21146078_peak_2627,3L,21934874,21934999,17,.,4.08839,4.98931,1.72568,59,Promoter (<=1kb),21934704,21938636,3933,FBgn0037140,FBtr0078471,230,SLC22A,21934704.0,21938636.0
SRR21146075_vs_SRR21146078_peak_2628,3L,22210156,22210182,17,.,4.33293,5.05073,1.77044,3,"Intron (FBtr0301492/FBgn0037153, intron 3 of 10)",22197783,22198241,459,FBgn0267634,FBtr0347087,12377,olf413,22136090.0,22247702.0
SRR21146075_vs_SRR21146078_peak_2629,3L,22210264,22210289,37,.,5.75015,7.82915,3.70841,3,"Intron (FBtr0301492/FBgn0037153, intron 3 of 10)",22197783,22198241,459,FBgn0267634,FBtr0347087,12485,olf413,22136090.0,22247702.0
SRR21146075_vs_SRR21146078_peak_2630,3L,22265973,22266037,29,.,5.28548,6.80862,2.95981,2,Promoter (<=1kb),22265806,22266679,874,FBgn0037156,FBtr0078511,703,CG11523,22265806.0,22266679.0
SRR21146075_vs_SRR21146078_peak_2631,3L,22267860,22268116,38,.,5.88259,7.99793,3.80655,103,Promoter (<=1kb),22267568,22273745,6178,FBgn0004179,FBtr0334747,396,Csp,22267382.0,22273745.0
SRR21146075_vs_SRR21146078_peak_2632,3L,22268890,22268936,16,.,3.942,4.80075,1.6817,2,Promoter (1-2kb),22269932,22270220,289,FBgn0286037,FBtr0473386,-1039,Csp,22267382.0,22273745.0
SRR21146075_vs_SRR21146078_peak_2633,3L,22417369,22417405,27,.,5.05989,6.52584,2.79608,0,Distal Intergenic,22420855,22421200,346,FBgn0266772,FBtr0345397,3830,intergenic,,
SRR21146075_vs_SRR21146078_peak_2634,3L,22420931,22421085,17,.,3.92173,5.08049,1.78058,31,Promoter (<=1kb),22420855,22421200,346,FBgn0266772,FBtr0345397,237,lncRNA:CR45237,22420855.0,22421200.0
SRR21146075_vs_SRR21146078_peak_2635,3L,22666507,22666591,29,.,5.30977,6.85743,2.99554,47,Promoter (2-3kb),22669289,22669380,92,FBgn0262249,FBtr0304337,2825,lncRNA:CR43270,22665300.0,22669528.0
SRR21146075_vs_SRR21146078_peak_2636,3L,22668327,22668337,18,.,4.40787,5.11575,1.80921,0,Promoter (1-2kb),22669289,22669380,92,FBgn0262249,FBtr0304337,1052,lncRNA:CR43270,22665300.0,22669528.0
SRR21146075_vs_SRR21146078_peak_2637,3L,22668549,22668616,23,.,4.75249,5.77285,2.33335,63,Promoter (<=1kb),22669289,22669380,92,FBgn0262249,FBtr0304337,767,lncRNA:CR43270,22665300.0,22669528.0
SRR21146075_vs_SRR21146078_peak_2638,3L,22668756,22668822,17,.,4.29729,4.97044,1.72568,62,Promoter (<=1kb),22669289,22669380,92,FBgn0262249,FBtr0304337,561,lncRNA:CR43270,22665300.0,22669528.0
SRR21146075_vs_SRR21146078_peak_2639,3L,22671600,22671667,13,.,3.62269,4.33257,1.31245,26,Promoter (1-2kb),22669956,22680034,10079,FBgn0037174,FBtr0331774,1671,CG14457,22669956.0,22680034.0
SRR21146075_vs_SRR21146078_peak_2640,3L,22721102,22721587,17,.,3.92173,5.08049,1.78058,336,Promoter (<=1kb),22721203,22726234,5032,FBgn0016034,FBtr0347062,236,intergenic,,
SRR21146075_vs_SRR21146078_peak_2641,3L,22721650,22721661,18,.,4.06536,5.22296,1.89657,3,Promoter (<=1kb),22721230,22722091,862,FBgn0037183,FBtr0078538,437,CG14451,22721230.0,22722091.0
SRR21146075_vs_SRR21146078_peak_2642,3L,22728647,22728658,22,.,4.78225,5.66279,2.24719,1,Promoter (<=1kb),22728111,22733446,5336,FBgn0037185,FBtr0078528,538,CG11367,22728111.0,22733446.0
SRR21146075_vs_SRR21146078_peak_2643,3L,22728765,22728787,17,.,3.92173,5.08049,1.78058,0,Promoter (<=1kb),22728111,22733446,5336,FBgn0037185,FBtr0078528,655,CG11367,22728111.0,22733446.0
SRR21146075_vs_SRR21146078_peak_2644,3L,22729259,22729268,17,.,4.26359,4.86336,1.72568,0,Promoter (<=1kb),22729766,22731600,1835,FBgn0260481,FBtr0078529,-506,CG11367,22728111.0,22733446.0
SRR21146075_vs_SRR21146078_peak_2645,3L,22736629,22736650,21,.,4.25205,5.50908,2.12423,19,Promoter (1-2kb),22732013,22738420,6408,FBgn0037186,FBtr0347061,1771,CG11241,22732013.0,22738420.0
SRR21146075_vs_SRR21146078_peak_2646,3L,22736756,22736791,21,.,4.25205,5.50908,2.12423,2,Promoter (1-2kb),22732013,22738420,6408,FBgn0037186,FBtr0347061,1661,CG11241,22732013.0,22738420.0
SRR21146075_vs_SRR21146078_peak_2647,3L,22821515,22821663,39,.,5.65772,8.25925,3.92342,144,"Intron (FBtr0304985/FBgn0027339, intron 1 of 5)",22789233,22824835,35603,FBgn0027339,FBtr0304985,3175,jim,22789233.0,22835194.0
SRR21146075_vs_SRR21146078_peak_2648,3L,22822786,22822793,63,.,7.24815,11.79399,6.34484,4,Promoter (2-3kb),22789233,22824835,35603,FBgn0027339,FBtr0304985,2044,jim,22789233.0,22835194.0
SRR21146075_vs_SRR21146078_peak_2649,3L,22824614,22824888,47,.,6.55154,9.44083,4.79183,225,Promoter (<=1kb),22795977,22824835,28859,FBgn0027339,FBtr0333212,-5,jim,22789233.0,22835194.0
SRR21146075_vs_SRR21146078_peak_2650,3L,22829644,22829685,17,.,3.92173,5.08049,1.78058,40,"Intron (FBtr0078582/FBgn0027339, intron 2 of 6)",22795977,22833388,37412,FBgn0027339,FBtr0333213,3703,jim,22789233.0,22835194.0
SRR21146075_vs_SRR21146078_peak_2651,3L,22835242,22835489,28,.,4.51979,6.6833,2.86267,76,Promoter (<=1kb),22795977,22835194,39218,FBgn0027339,FBtr0330076,-125,intergenic,,
SRR21146075_vs_SRR21146078_peak_2652,3L,22837968,22838140,21,.,4.58015,5.53259,2.14333,39,Promoter (<=1kb),22836555,22837070,516,FBgn0266977,FBtr0345874,-938,CG11226,22837068.0,22838170.0
SRR21146075_vs_SRR21146078_peak_2653,3L,22838234,22838261,21,.,4.58015,5.53259,2.14333,1,Promoter (1-2kb),22836555,22837070,516,FBgn0266977,FBtr0345874,-1166,intergenic,,
SRR21146075_vs_SRR21146078_peak_2654,3L,22838335,22838587,23,.,4.53694,5.94877,2.37616,161,Promoter (1-2kb),22836555,22837070,516,FBgn0266977,FBtr0345874,-1427,intergenic,,
SRR21146075_vs_SRR21146078_peak_2655,3L,22839677,22839911,33,.,5.47727,7.39706,3.37995,54,Promoter (<=1kb),22840293,22841302,1010,FBgn0267219,FBtr0346388,-561,intergenic,,
SRR21146075_vs_SRR21146078_peak_2656,3L,22852707,22852730,28,.,5.15557,6.68628,2.86267,2,Promoter (<=1kb),22852141,22853768,1628,FBgn0263345,FBtr0308780,569,CG32462,22852270.0,22853512.0
SRR21146075_vs_SRR21146078_peak_2657,3L,22865764,22865787,33,.,5.75335,7.42051,3.39592,3,Promoter (<=1kb),22865486,22867535,2050,FBgn0053170,FBtr0089836,282,CG33170,22864600.0,22867535.0
SRR21146075_vs_SRR21146078_peak_2658,3L,22870825,22870842,23,.,4.75497,5.77792,2.33707,1,Promoter (<=1kb),22868508,22871087,2580,FBgn0010348,FBtr0078575,260,Arf1,22868380.0,22872231.0
SRR21146075_vs_SRR21146078_peak_2659,3L,22871770,22871795,31,.,5.43463,7.11526,3.16027,3,Promoter (<=1kb),22871813,22872107,295,FBgn0267631,FBtr0347084,-39,Arf1,22868380.0,22872231.0
SRR21146075_vs_SRR21146078_peak_2660,3L,22871855,22872219,58,.,7.92712,11.01229,5.86004,170,Promoter (<=1kb),22868380,22872052,3673,FBgn0010348,FBtr0299906,26,Arf1,22868380.0,22872231.0
SRR21146075_vs_SRR21146078_peak_2661,3L,22872286,22872305,28,.,5.23229,6.70315,2.87597,16,Promoter (<=1kb),22872258,22873702,1445,FBgn0037200,FBtr0078553,45,CG11109,22872200.0,22873702.0
SRR21146075_vs_SRR21146078_peak_2662,3L,22886971,22887280,23,.,4.98549,5.94877,2.37616,155,Promoter (1-2kb),22885175,22893821,8647,FBgn0037203,FBtr0078556,1952,slif,22881045.0,22893821.0
SRR21146075_vs_SRR21146078_peak_2663,3L,23306121,23306128,45,.,6.21399,9.12767,4.55465,3,Distal Intergenic,23318646,23338100,19455,FBgn0010215,FBtr0070038,31975,gypsy8{}5284,23304596.0,23313095.0
SRR21146075_vs_SRR21146078_peak_2664,3L,24023136,24023174,35,.,5.5668,7.61122,3.54204,2,Distal Intergenic,24028515,24035859,7345,FBgn0058045,FBtr0111163,-5376,FW{}RR50516,24022854.0,24027367.0
SRR21146075_vs_SRR21146078_peak_2665,3L,24102530,24102571,13,.,3.94962,4.34785,1.32325,1,"Intron (FBtr0111143/FBgn0011288, intron 2 of 7)",24074180,24299205,225026,FBgn0011288,FBtr0304625,28352,Snap25,24074180.0,24299205.0
SRR21146075_vs_SRR21146078_peak_2666,3L,24369601,24369608,23,.,4.98549,5.94877,2.37616,4,"Intron (FBtr0113473/FBgn0259697, intron 3 of 5)",24324866,24401655,76790,FBgn0259697,FBtr0113473,44740,nvd,24324866.0,24401655.0
SRR21146075_vs_SRR21146078_peak_2667,3L,25312932,25312954,13,.,4.00109,4.36598,1.33792,19,"Intron (FBtr0346768/FBgn0267429, intron 5 of 7)",25403776,25405940,2165,FBgn0085734,FBtr0114183,92988,lovit,25236940.0,25670980.0
SRR21146075_vs_SRR21146078_peak_2668,3L,27609112,27609167,23,.,4.98549,5.94877,2.37616,54,Distal Intergenic,27849226,27850751,1526,FBgn0260469,FBtr0301970,-240059,intergenic,,
SRR21146075_vs_SRR21146078_peak_2669,3L,27999550,27999558,51,.,6.45293,9.99774,5.1206,4,"Intron (FBtr0113748/FBgn0039959, intron 2 of 3)",27967244,28012599,45356,FBgn0039959,FBtr0113748,13044,l(3)80Fj,27967244.0,28012599.0
SRR21146075_vs_SRR21146078_peak_2670,3R,244182,244208,36,.,5.71853,7.75283,3.64862,25,Distal Intergenic,567076,2532932,1965857,FBgn0267431,FBtr0392909,-322868,intergenic,,
