rank	gene	combined_binding_score	chr	start	end	transcript	FBid
676	rgn	1.03518749854993	3L	21382501	21382502	FBtr0078346	FBgn0261258
677	CG6280	1.03337501734495	2R	13753964	13753965	FBtr0087628	FBgn0033866
678	Spn75F	1.03328125618282	3L	19129664	19129665	FBtr0110771	FBgn0052203
679	oc	1.03270833768571	X	8643175	8643176	FBtr0331305	FBgn0004102
680	CG43187	1.03212499665096	2R	16380516	16380517	FBtr0306048	FBgn0262816
681	CG14190	1.0303125041537	X	19056911	19056912	FBtr0074663	FBgn0030979
682	Orct	1.02991666396459	3R	24276260	24276261	FBtr0084599	FBgn0019952
683	CG16704	1.02974999696016	2L	3692586	3692587	FBtr0077550	FBgn0031558
684	Tet	1.02962500997819	3L	2821102	2821103	FBtr0309120	FBgn0263392
685	CG17564	1.02927500423975	2L	19299932	19299933	FBtr0081225	FBgn0032768
686	natalisin	1.02891666888415	3R	14418593	14418594	FBtr0112629	FBgn0085417
687	CG46448	1.02818750217557	2L	2391660	2391661	FBtr0475317	FBgn0287218
688	sgg	1.02799999574199	X	2633952	2633953	FBtr0070473	FBgn0003371
689	CG5984	1.02731250599027	3R	27247991	27247992	FBtr0085181	FBgn0039500
690	CG11251	1.02493748907	3L	13089968	13089969	FBtr0075891	FBgn0036346
691	rau	1.02316667204529	2L	5879497	5879498	FBtr0079158	FBgn0031745
692	E(spl)malpha-BFM	1.02025000337097	3R	26010893	26010894	FBtr0084956	FBgn0002732
693	pk	1.01950000226498	2R	7150703	7150704	FBtr0089042	FBgn0003090
694	CG33463	1.01904999716207	2R	15896562	15896563	FBtr0479950	FBgn0053463
695	CG43843	1.0127291654159	X	18460417	18460418	FBtr0332419	FBgn0264395
696	CG11403	1.01217500596928	X	1239883	1239884	FBtr0070245	FBgn0026876
697	CG43288	1.00962499529123	X	4213025	4213026	FBtr0306816	FBgn0262980
698	Rubicon	1.00938750868663	X	8677063	8677064	FBtr0071221	FBgn0030055
699	Sf3b3	1.00874997675419	3L	833384	833385	FBtr0072597	FBgn0035162
700	eIF4E4	1.00708333030343	3L	6665640	6665641	FBtr0076963	FBgn0035709
701	CG43675; CG45050	1.00025001664956					
702	Rh50	0.996583325633158	3L	4910368	4910369	FBtr0073354	FBgn0028699
703	CG43192	0.98956249281764	2R	13477342	13477343	FBtr0306064	FBgn0262821
704	sals	0.988250001644095	3R	11445993	11445994	FBtr0082400	FBgn0051374
705	CG9445	0.987712493399158	2R	6838943	6838944	FBtr0336662	FBgn0040674
706	CG11666	0.986791654800375	X	20984686	20984687	FBtr0077240	FBgn0040648
707	wor	0.985555559396744	2L	15425579	15425580	FBtr0080740	FBgn0001983
708	sns	0.983791668278476	2R	8798489	8798490	FBtr0111043	FBgn0024189
709	Oamb	0.98156666662544	3R	20714576	20714577	FBtr0083933	FBgn0024944
710	CG8765	0.981541664650043	3L	19687352	19687353	FBtr0089597	FBgn0036900
711	narya	0.981249997586322	X	19475063	19475064	FBtr0074710	FBgn0031018
712	msopa	0.980375001769668	3L	22082720	22082721	FBtr0334114	FBgn0004414
713	CARPA	0.980145823365698	X	7826197	7826198	FBtr0300019	FBgn0029962
714	babos	0.979949990659952	2R	22402058	22402059	FBtr0071845	FBgn0034724
715	Glut4EF; CG46467	0.979499998812874					
716	l(2)k09848	0.978104160632938	2R	6076366	6076367	FBtr0086023	FBgn0284246
717	CG7884	0.97634998637562	X	19220622	19220623	FBtr0074674	FBgn0031001
718	tara	0.975999995755653	3R	16225651	16225652	FBtr0083257	FBgn0040071
719	Pgk	0.975354162355264	2L	2748486	2748487	FBtr0077739	FBgn0250906
720	rg; CG15465	0.975250003917608					
721	NijA	0.975137499533594	3L	10696876	10696877	FBtr0089569	FBgn0036101
722	yip3	0.971999995410442	2R	23245398	23245399	FBtr0072050	FBgn0040063
723	CG4382	0.971785703141775	2L	9600871	9600872	FBtr0114535	FBgn0032132
724	h	0.969541674635063	3L	8675759	8675760	FBtr0100153	FBgn0001168
725	CG45307	0.967124983668327	2L	8752121	8752122	FBtr0345576	FBgn0266845
726	sowah	0.967083334922791	3L	12572541	12572542	FBtr0300888	FBgn0036302
727	CG42788	0.965083340512744	3R	15131925	15131926	FBtr0303485	FBgn0261859
728	CG13541	0.962687516119331	2R	23284227	23284228	FBtr0072001	FBgn0034841
729	Prx3	0.961946432146111	3R	17546530	17546531	FBtr0083503	FBgn0038519
730	Cpr65Az	0.958916661640008	3L	6160814	6160815	FBtr0076996	FBgn0035686
731	bib	0.952783343320092	2L	9984645	9984646	FBtr0079929	FBgn0000180
732	CG13989	0.950624994933605	2L	6160400	6160401	FBtr0079204	FBgn0031786
733	TwdlQ	0.949499994516373	3R	26693589	26693590	FBtr0085049	FBgn0039448
734	tmod	0.948270830946664	3R	30532607	30532608	FBtr0085658	FBgn0082582
735	CG4849	0.948125001043081	3R	27963415	27963416	FBtr0085257	FBgn0039566
736	Fer2LCH	0.946777771847943	3R	30387804	30387805	FBtr0085622	FBgn0015221
737	Syn1	0.945374991744757	3L	21770533	21770534	FBtr0078450	FBgn0037130
738	CG46042	0.944875005632639	3R	19942411	19942412	FBtr0475137	FBgn0267709
739	tutl	0.941071414521762	2L	4283148	4283149	FBtr0089270	FBgn0010473
740	Cpr100A	0.940625004470348	3R	30867521	30867522	FBtr0085710	FBgn0039805
741	CG18249	0.938041668385267	3R	8220146	8220147	FBtr0300896	FBgn0037553
742	CG33690	0.936812494881451	3L	16201328	16201329	FBtr0479892	FBgn0053690
743	CG43449	0.936666668004667	3R	11088420	11088421	FBtr0309182	FBgn0263403
744	CG32588	0.935416668653488	X	15206635	15206636	FBtr0074025	FBgn0052588
745	lili	0.935249984264374	3R	24814011	24814012	FBtr0084739	FBgn0027539
746	CG11192	0.934750007698312	2R	20355066	20355067	FBtr0290122	FBgn0034507
747	CG31517	0.934249991178513	3R	13948420	13948421	FBtr0082864	FBgn0047199
748	CG43230	0.93225000500679	2L	15215222	15215223	FBtr0306282	FBgn0262875
749	Aldh	0.931900006718934	2L	9387389	9387390	FBtr0079806	FBgn0012036
750	Epg5	0.92858333257027	3R	18758872	18758873	FBtr0273382	FBgn0038651
751	eve	0.927175003290176	2R	9979319	9979320	FBtr0088390	FBgn0000606
752	CG13707	0.926124998057882	3L	4840095	4840096	FBtr0308822	FBgn0035578
753	kek6	0.925166660609345	3R	31622136	31622137	FBtr0085821	FBgn0039862
754	RpS26	0.924937501898967	2L	18443227	18443228	FBtr0081091	FBgn0261597
755	CG43800	0.923111108649108	2L	7232812	7232813	FBtr0332005	FBgn0264344
756	CG12483	0.922375004738569	3L	98374	98375	FBtr0072540	FBgn0040688
757	hll	0.921750016510487	2L	14027001	14027002	FBtr0080591	FBgn0286723
758	HGTX	0.921125014545396	3L	14599539	14599540	FBtr0075720	FBgn0040318
759	S-Lap7	0.918200001027435	2R	13780244	13780245	FBtr0087649	FBgn0033868
760	Ntan1	0.915500000119209	2R	18652775	18652776	FBtr0086658	FBgn0034371
761	sima	0.910650001745671	3R	30058311	30058312	FBtr0344375	FBgn0266411
762	Ank2	0.910124990002563	3L	7713646	7713647	FBtr0334062	FBgn0261788
763	CG14457	0.908750012516975	3L	22669956	22669957	FBtr0078517	FBgn0037174
764	Indy	0.908104168222053	3L	18840515	18840516	FBtr0075083	FBgn0036816
765	Vha55	0.905333320299784	3R	12627700	12627701	FBtr0082671	FBgn0005671
766	CG34155	0.90462501347065	3R	30560198	30560199	FBtr0111047	FBgn0083991
767	nerfin-1	0.903958332802479	3L	909112	909113	FBtr0072592	FBgn0028999
768	Prosbeta5R1	0.90333332765537	2R	23309815	23309816	FBtr0072045	FBgn0034842
769	Gr77a	0.903000000088165	3L	20739429	20739430	FBtr0078281	FBgn0045474
770	laf	0.902500006037631	3R	4878532	4878533	FBtr0078852	FBgn0020280
771	CG44257	0.902104174369015	3R	17265278	17265279	FBtr0339171	FBgn0265197
772	mgl	0.901824999243642	X	9495898	9495899	FBtr0343370	FBgn0261260
773	CG13135	0.899916661903262	2L	10122770	10122771	FBtr0079966	FBgn0032184
774	CG15296	0.899862492457032	X	10566590	10566591	FBtr0071512	FBgn0030215
775	CG9106	0.898916665154199	X	15272404	15272405	FBtr0074021	FBgn0030624
776	Amy-p	0.898020830005407	2R	17120302	17120303	FBtr0087004	FBgn0000079
777	sca	0.892874997419616	2R	12780541	12780542	FBtr0087855	FBgn0003326
778	klar	0.892675004340708	3L	437773	437774	FBtr0343527	FBgn0001316
779	CG30350	0.892583334585652	2R	8826391	8826392	FBtr0088636	FBgn0050350
780	siz	0.891705353036135	3L	21034535	21034536	FBtr0078289	FBgn0026179
781	CG9701	0.889450000226498	3L	16733546	16733547	FBtr0075321	FBgn0036659
782	Ugt35C1	0.884833344568809	3R	11128327	11128328	FBtr0113321	FBgn0040256
783	CG45002	0.88466667306299	X	16987065	16987066	FBtr0344101	FBgn0266354
784	Svil	0.883770833412806	3L	2377655	2377656	FBtr0345102	FBgn0266696
785	CG11634	0.882833348199104	2L	21916300	21916301	FBtr0085930	FBgn0032968
786	CG33912	0.882249997618298	3L	20755684	20755685	FBtr0091916	FBgn0053912
787	grh	0.877267864424669	2R	17801132	17801133	FBtr0345791	FBgn0259211
788	jeb	0.877249996507696	2R	12118852	12118853	FBtr0088021	FBgn0086677
789	Glut4EF	0.874910718029631	3R	9874681	9874682	FBtr0112576	FBgn0267336
790	Rga	0.872291666455567	3R	5612809	5612810	FBtr0345140	FBgn0017550
791	Ubx	0.871958334212347	3R	16734425	16734426	FBtr0083349	FBgn0003944
792	CG12464	0.871374998241663	2R	13609177	13609178	FBtr0087652	FBgn0033861
793	CG14610	0.870250001549721	3R	7144294	7144295	FBtr0303197	FBgn0037477
794	CG43312	0.867500001564622	3L	22501600	22501601	FBtr0306848	FBgn0263004
795	grn	0.866583322485288	3R	8181443	8181444	FBtr0081808	FBgn0001138
796	Sdr	0.866041659998397	3R	14918628	14918629	FBtr0083004	FBgn0038279
797	Tb	0.862124994397163	3R	26656440	26656441	FBtr0085036	FBgn0243586
798	CG11353	0.861483328168591	3L	4533170	4533171	FBtr0073308	FBgn0035557
799	CG32548	0.861249998211861	X	18437299	18437300	FBtr0074569	FBgn0052548
800	Lrr47	0.860249996185303	2L	10517335	10517336	FBtr0080092	FBgn0010398
801	Cip4	0.858708329498768	3L	4345496	4345497	FBtr0306533	FBgn0035533
802	Frl	0.857714282880936	3L	14053215	14053216	FBtr0075776	FBgn0267795
803	CG14985	0.856374997024735	3L	4003474	4003475	FBtr0289977	FBgn0035482
804	CG14598	0.85537500687254	3R	7439760	7439761	FBtr0081534	FBgn0037503
805	CG14431	0.855062497081235	X	6908277	6908278	FBtr0304108	FBgn0029922
806	ap	0.855000004172325	2R	5709291	5709292	FBtr0086059	FBgn0267978
807	Ddr	0.854625001549721	2L	6253123	6253124	FBtr0340169	FBgn0053531
808	sff	0.85418750334793	3L	15924860	15924861	FBtr0089527	FBgn0036544
809	CG10814	0.853624999523163	2R	13377730	13377731	FBtr0087720	FBgn0033830
810	pHCl-2	0.852562495196859	3R	31305383	31305384	FBtr0085766	FBgn0039840
811	CG9899	0.851958323890964	2R	23153854	23153855	FBtr0071969	FBgn0034829
812	5-HT7	0.851249992847443	3R	31016874	31016875	FBtr0085746	FBgn0004573
813	CG14111	0.84913750680862	3L	13377957	13377958	FBtr0331787	FBgn0036350
814	repo	0.846527782837964	3R	18236192	18236193	FBtr0083564	FBgn0011701
815	CG14535	0.846374998179575	2L	7855254	7855255	FBtr0079564	FBgn0031955
816	Cbp53E	0.846249996917322	2R	16973927	16973928	FBtr0087056	FBgn0004580
817	Art2	0.844723210955549	2L	4279314	4279315	FBtr0077476	FBgn0031592
818	E(spl)m5-HLH	0.842958335454265	3R	26029734	26029735	FBtr0084979	FBgn0002631
819	ctrip	0.842375006526709	3R	4802841	4802842	FBtr0301437	FBgn0260794
820	CG16898	0.840550002238403	2R	20005002	20005003	FBtr0086325	FBgn0034480
821	CG13324	0.838583345214526	2R	13049655	13049656	FBtr0087796	FBgn0033789
822	CG34173	0.836999997030944	2L	22054301	22054302	FBtr0112364	FBgn0085202
823	CG1835	0.83566666636616	X	20661917	20661918	FBtr0345921	FBgn0031127
824	Sfp65A	0.833812502833704	3L	6350276	6350277	FBtr0300314	FBgn0259969
825	CG13494	0.831958334892988	2R	21954844	21954845	FBtr0071733	FBgn0034671
826	Cad87A	0.830645825403432	3R	11949128	11949129	FBtr0082513	FBgn0037963
827	Jupiter	0.829999996349216	3R	11592243	11592244	FBtr0082457	FBgn0051363
828	CG34057	0.829499995335937	3L	897380	897381	FBtr0100834	FBgn0054057
829	IA-2	0.828750000024835	2L	1034581	1034582	FBtr0332270	FBgn0031294
830	Kr	0.828535716381988	2R	25226611	25226612	FBtr0072449	FBgn0001325
831	Usp47	0.822972220368683	3L	5752973	5752974	FBtr0077095	FBgn0016756
832	wg	0.821824995591305	2L	7307159	7307160	FBtr0079432	FBgn0284084
833	CG3556	0.820520840274791	X	4530231	4530232	FBtr0070674	FBgn0029708
834	CG6836	0.820000001229346	3L	18950629	18950630	FBtr0075023	FBgn0036834
835	ind	0.819821425713599	3L	15043923	15043924	FBtr0333875	FBgn0025776
836	CG13928	0.819500006502494	3L	1628376	1628377	FBtr0072822	FBgn0035246
837	intr	0.819249997536341	3R	28790522	28790523	FBtr0085311	FBgn0039599
838	ds	0.818080353326098	2L	714982	714983	FBtr0078045	FBgn0284247
839	beat-IIIc	0.81584999311599	2L	17260733	17260734	FBtr0080972	FBgn0032629
840	CG43346; CG43345	0.81416666166236					
841	CG31639	0.812749996781349	2L	6155071	6155072	FBtr0079207	FBgn0051639
842	CG10237	0.812583334743977	2L	19438965	19438966	FBtr0081209	FBgn0032783
843	Lip4	0.809249989688397	2L	10527572	10527573	FBtr0331672	FBgn0032264
844	pnut	0.808416667083899	2R	8237271	8237272	FBtr0088792	FBgn0013726
845	CG12784	0.807624998502433	3R	15763115	15763116	FBtr0083169	FBgn0038356
846	Act79B	0.804624998942018	3L	21985210	21985211	FBtr0078478	FBgn0000045
847	CG6614	0.800749987363815	2L	11648838	11648839	FBtr0080267	FBgn0032369
848	stai	0.798937495274004	2L	6100377	6100378	FBtr0079196	FBgn0266521
849	CG9269	0.797416662797332	3R	13615917	13615918	FBtr0082794	FBgn0038161
850	Diedel2	0.791687503457069	3R	29608477	29608478	FBtr0306279	FBgn0262873
851	CG42807	0.788979169705676	2R	13572543	13572544	FBtr0303819	FBgn0261989
852	Oli	0.788000004986922	2L	17589184	17589185	FBtr0344781	FBgn0032651
853	Menl-2; Menl-1	0.786166678803663					
854	CG8119	0.785724025122918	X	15662585	15662586	FBtr0074051	FBgn0030664
855	nord	0.785312503576279	2R	24243255	24243256	FBtr0072263	FBgn0050418
856	CG11811	0.783649994945154	3L	10691024	10691025	FBtr0076265	FBgn0036099
857	SkpF	0.779166661358128	2R	23458758	23458759	FBtr0072022	FBgn0034863
858	CG15343	0.777499994728714	X	8273805	8273806	FBtr0071178	FBgn0030029
859	Femcoat	0.774133335116009	X	4242825	4242826	FBtr0070663	FBgn0041252
860	CG17122	0.772125008671234	3L	20275334	20275335	FBtr0074849	FBgn0036962
861	klu	0.77113888901141	3L	11008832	11008833	FBtr0076247	FBgn0013469
862	tplus3a	0.77080000564456	2L	22071144	22071145	FBtr0085934	FBgn0051702
863	dpr8	0.769791657105088	X	14322226	14322227	FBtr0073913	FBgn0052600
864	CG14810	0.764166677991549	X	1820340	1820341	FBtr0070374	FBgn0029589
865	Dop1R1	0.762999999492119	3R	14214809	14214810	FBtr0290283	FBgn0011582
866	CG6685	0.762458339721585	3L	9968316	9968317	FBtr0076355	FBgn0036062
867	CG44227	0.762027777731419	3R	8685175	8685176	FBtr0337075	FBgn0265158
868	dlp	0.76180000466605	3L	14632601	14632602	FBtr0075679	FBgn0041604
869	cic	0.761749990284443	3R	20252770	20252771	FBtr0305029	FBgn0262582
870	CG32719	0.759825002611615	X	7547991	7547992	FBtr0071083	FBgn0052719
871	B-H2	0.756875003519235	X	17314581	17314582	FBtr0074429	FBgn0004854
872	CG15580	0.752875004584591	3R	6057535	6057536	FBtr0078621	FBgn0037398
873	CG33927	0.752333334336678	3R	4690607	4690608	FBtr0091931	FBgn0053927
874	CG15255	0.750750005245209	2L	15611718	15611719	FBtr0080785	FBgn0028950
875	CG3358	0.75050000846386	2R	6923366	6923367	FBtr0336741	FBgn0033117
876	CG34345	0.749333322048187	2L	6623112	6623113	FBtr0112553	FBgn0085374
877	CG30080; CG42662; CG46433	0.748625002335757					
878	CG5290	0.748000010595812	3L	17912564	17912565	FBtr0075152	FBgn0036772
879	Or43a	0.747937498730607	2R	7234912	7234913	FBtr0089051	FBgn0026389
880	CG12594	0.743187506333925	3R	11721734	11721735	FBtr0082429	FBgn0037941
881	CG17349	0.74125000089407	2L	19370445	19370446	FBtr0081198	FBgn0032771
882	Oatp26F	0.741166673352321	2L	6632406	6632407	FBtr0079327	FBgn0051634
883	CG31612	0.740642860476371	2L	21795446	21795447	FBtr0085908	FBgn0051612
884	CG4066	0.73924999893643	3R	12311353	12311354	FBtr0082566	FBgn0038011
885	CG5292	0.738291665911675	3R	17151861	17151862	FBtr0083410	FBgn0038491
886	Or22c	0.735950000522037	2L	2054589	2054590	FBtr0077826	FBgn0026396
887	mthl1	0.735250001773238	X	16640968	16640969	FBtr0074314	FBgn0030766
888	Ids	0.734687497606501	3L	3378268	3378269	FBtr0073077	FBgn0035445
889	Syx18	0.733953569107689	3R	24625561	24625562	FBtr0084670	FBgn0039212
890	Epac	0.733304162812419	2R	6769757	6769758	FBtr0479928	FBgn0085421
891	Grip	0.731440474656189	X	5966279	5966280	FBtr0070865	FBgn0029830
892	X11Lbeta	0.729270829353482	X	10627737	10627738	FBtr0343042	FBgn0052677
893	CG13955	0.728149998933077	2R	9423687	9423688	FBtr0088551	FBgn0033412
894	e(y)2b	0.727374993264675	3R	7093935	7093936	FBtr0344948	FBgn0040670
895	CG43236	0.726749999448657	2R	14638538	14638539	FBtr0306289	FBgn0262881
896	CG6209	0.726125000820806	2R	13663597	13663598	FBtr0087651	FBgn0033862
897	ImpL2	0.725966667383909	3L	4225949	4225950	FBtr0073250	FBgn0001257
898	salr	0.725375004112721	2L	11358873	11358874	FBtr0307093	FBgn0000287
899	esn	0.725125007331371	2R	7086316	7086317	FBtr0329856	FBgn0263934
900	ase	0.724999995529652	X	460747	460748	FBtr0070075	FBgn0000137
901	CG4271	0.724500010410945	2L	2285163	2285164	FBtr0077756	FBgn0031409
902	CG34106	0.724208340824892	2L	17131024	17131025	FBtr0343134	FBgn0083942
903	CG2574	0.724000005051494	X	12408861	12408862	FBtr0073644	FBgn0030386
904	CG8746	0.723750007571653	2R	8792633	8792634	FBtr0088714	FBgn0033330
905	CG1142	0.723666652454995	3R	7473780	7473781	FBtr0081559	FBgn0037504
906	hb	0.721980526553491	3R	8694599	8694600	FBtr0081951	FBgn0001180
907	dnt	0.72156251128763	2L	19363226	19363227	FBtr0081224	FBgn0024245
908	Hs6st	0.718583324924111	3R	20008511	20008512	FBtr0083846	FBgn0038755
909	lgs	0.718250007679065	4	443910	443911	FBtr0089111	FBgn0039907
910	Kah	0.717095240673405	3L	589273	589274	FBtr0072563	FBgn0035144
911	Acsl	0.716449996829033	2R	8665813	8665814	FBtr0100427	FBgn0263120
912	CG5388	0.715291673162331	3R	22340306	22340307	FBtr0084241	FBgn0038944
913	CG43373	0.715125005692244	3L	16543369	16543370	FBtr0307368	FBgn0263131
914	CG31007	0.710783329264571	3R	30992456	30992457	FBtr0085747	FBgn0051007
915	Spn28B	0.709933333812902	2L	7581924	7581925	FBtr0079470	FBgn0083141
916	CG42534	0.709183333441615	3R	27340622	27340623	FBtr0300898	FBgn0260487
917	Prdm13	0.708400001376867	3L	6163127	6163128	FBtr0076997	FBgn0035687
918	CG4788	0.707874997344334	2L	11179032	11179033	FBtr0080202	FBgn0032354
919	CG13983	0.707874997053295	2L	6264489	6264490	FBtr0079285	FBgn0031792
920	CG44270	0.706437494140118	2L	20531066	20531067	FBtr0339236	FBgn0265256
921	CG42458	0.706287497468293	3L	7423827	7423828	FBtr0300248	FBgn0259935
922	naz	0.705166658386588	3R	18328941	18328942	FBtr0083588	FBgn0286852
923	CG15594	0.705000000726432	3R	6287733	6287734	FBtr0078604	FBgn0037421
924	CG11191	0.70454999729991	2R	8002119	8002120	FBtr0088868	FBgn0033249
925	Six4	0.703205349655556	3L	20792353	20792354	FBtr0078275	FBgn0027364
926	beta4GalT7	0.701749998144805	3R	25023256	25023257	FBtr0084755	FBgn0039258
927	mlt	0.701749995350838	2R	10158583	10158584	FBtr0088370	FBgn0265512
928	tomboy20	0.70088749602437	3R	10735956	10735957	FBtr0082316	FBgn0037828
929	ena	0.700562492420431	2R	19141632	19141633	FBtr0086583	FBgn0000578
930	CG34308	0.698708322306629	3R	13089242	13089243	FBtr0445441	FBgn0085337
931	MsR1	0.696708333523323	3L	2322693	2322694	FBtr0072887	FBgn0035331
932	Hr51	0.694999999677141	2R	15331325	15331326	FBtr0114456	FBgn0034012
933	CheA75a	0.69462500900651	3L	18252088	18252089	FBtr0075129	FBgn0036783
934	RasGAP1	0.691749994270504	3L	9855284	9855285	FBtr0076368	FBgn0004390
935	mIF2	0.69149999821869	3R	28544816	28544817	FBtr0085293	FBgn0039588
936	Frq2	0.690291664252679	X	18177612	18177613	FBtr0333321	FBgn0083228
937	CG5888	0.690166668655972	2L	16405956	16405957	FBtr0340234	FBgn0028523
938	CG2336	0.688000001013279	3R	6580784	6580785	FBtr0089748	FBgn0037455
939	alrm	0.685250006616116	3R	25382780	25382781	FBtr0084846	FBgn0039332
940	CPT2	0.685166658212741	3L	2981022	2981023	FBtr0072978	FBgn0035383
941	CG9380	0.684999987483025	2R	25188807	25188808	FBtr0333173	FBgn0035094
942	CG34283	0.684666662787398	3R	18722589	18722590	FBtr0112479	FBgn0085312
943	CG4610	0.684499994851649	2R	22492197	22492198	FBtr0071834	FBgn0034735
944	Npc2d	0.683200004696846	3R	10056082	10056083	FBtr0082202	FBgn0037782
945	Pak	0.682125003484543	3R	6350896	6350897	FBtr0081714	FBgn0267698
946	CG12769	0.681469698620001	2R	8058550	8058551	FBtr0088828	FBgn0033252
947	CG34323	0.681150002777576	X	12070437	12070438	FBtr0112525	FBgn0085352
948	Art4	0.680874999379739	3R	9986059	9986060	FBtr0082150	FBgn0037770
949	lab	0.678437502123416	3R	6663453	6663454	FBtr0308035	FBgn0002522
950	CG4815	0.678375013172627	3R	27990750	27990751	FBtr0085260	FBgn0039568
951	CG34377	0.678062500432134	3R	22324093	22324094	FBtr0112610	FBgn0263117
952	cindr	0.677541665018847	3R	30808617	30808618	FBtr0085704	FBgn0027598
953	Psc	0.6774999940147	2R	12980657	12980658	FBtr0345196	FBgn0005624
954	CG9757	0.676833330964049	3R	13612432	13612433	FBtr0082860	FBgn0003060
955	bol	0.676049996493384	3L	9125312	9125313	FBtr0076541	FBgn0011206
956	l(1)sc	0.674250011146069	X	409721	409722	FBtr0070074	FBgn0002561
957	CG31935	0.673712500324473	2L	1611156	1611157	FBtr0077916	FBgn0051935
958	CG9164	0.673583330120891	X	15383952	15383953	FBtr0074014	FBgn0030634
959	Npc2g	0.672999992966652	3R	30745262	30745263	FBtr0085723	FBgn0039800
960	RpI135	0.672749996185303	2L	404285	404286	FBtr0078054	FBgn0003278
961	CG30002	0.67212500050664	2R	9704384	9704385	FBtr0302050	FBgn0260474
962	haf	0.672062499215826	2L	1555129	1555130	FBtr0310018	FBgn0261509
963	CG18404	0.671387497632531	3R	30253182	30253183	FBtr0085618	FBgn0039761
964	Mmp2	0.671250004554167	2R	9658229	9658230	FBtr0334807	FBgn0033438
965	CG15478	0.670375002198853	X	7715115	7715116	FBtr0300836	FBgn0029955
966	CG32026	0.669000010937452	3L	8836462	8836463	FBtr0076584	FBgn0052026
967	CG42495	0.662750000754992	3L	18667361	18667362	FBtr0300582	FBgn0260027
968	CG10657	0.662124996228765	3L	12497215	12497216	FBtr0075975	FBgn0036289
969	CG12355	0.66199999799331	3L	15494276	15494277	FBtr0075606	FBgn0040805
970	dpr17	0.655916670841786	3R	12094876	12094877	FBtr0082542	FBgn0051361
971	CG31437	0.65387500077486	3R	25383700	25383701	FBtr0084834	FBgn0051437
972	lmd	0.653650001695912	3R	23024567	23024568	FBtr0337069	FBgn0039039
973	CG43245	0.651812501872579	3L	10771925	10771926	FBtr0306304	FBgn0262890
974	CG6036	0.650750011205673	3R	26345472	26345473	FBtr0085027	FBgn0039421
975	CG15543	0.649250008165836	3R	30742880	30742881	FBtr0085700	FBgn0039799
976	sim	0.648937500314787	3R	13057755	13057756	FBtr0082711	FBgn0004666
977	Nadsyn	0.648249996205171	X	13718284	13718285	FBtr0073844	FBgn0030512
978	CAP	0.647833331488073	2R	10269016	10269017	FBtr0088338	FBgn0033504
979	tkv	0.647516668546531	2L	5237361	5237362	FBtr0079089	FBgn0003716
980	gpp	0.645874988287687	3R	6406855	6406856	FBtr0334322	FBgn0264495
981	CCT4	0.645791667513549	2L	12692933	12692934	FBtr0080411	FBgn0032444
982	CG14459	0.644833333790302	3L	22637915	22637916	FBtr0474122	FBgn0037171
983	Wnt10	0.64206818499687	2L	7363379	7363380	FBtr0303207	FBgn0031903
984	jus	0.641624998766929	3R	29194992	29194993	FBtr0113304	FBgn0039647
985	RunxB	0.641166664659977	X	20538497	20538498	FBtr0332385	FBgn0259162
986	CG43438	0.640958330904444	2L	11536145	11536146	FBtr0309073	FBgn0263386
987	side-III	0.640362503298093	3R	5959554	5959555	FBtr0110807	FBgn0083949
988	CG10459	0.64019444388234	2R	9707536	9707537	FBtr0088468	FBgn0033440
989	CG31121	0.638750000298023	3R	24891834	24891835	FBtr0084724	FBgn0051121
990	igl	0.638016669331895	2R	15155437	15155438	FBtr0087361	FBgn0013467
991	CG11369	0.636488636468791	X	7574290	7574291	FBtr0071067	FBgn0029951
992	CG31294	0.635999992489815	3R	15716584	15716585	FBtr0083198	FBgn0051294
993	CG10918	0.633999992161989	X	21429255	21429256	FBtr0077218	FBgn0031178
994	DIP-delta	0.631999996956438	3L	5424109	5424110	FBtr0333612	FBgn0085420
995	CG34436	0.63187500461936	3R	28282580	28282581	FBtr0112737	FBgn0085465
996	Dop2R	0.631833334142963	X	20013793	20013794	FBtr0070034	FBgn0053517
997	CG31690	0.631249990314245	2L	2677734	2677735	FBtr0301682	FBgn0051690
998	TfIIA-S-2	0.629833335677783	X	1011642	1011643	FBtr0070184	FBgn0040338
999	Vap33	0.629000002052635	X	3948975	3948976	FBtr0070617	FBgn0029687
1000	Awh	0.628892851461257	3L	3846206	3846207	FBtr0073156	FBgn0013751
1001	CG42493	0.627937497726331	2R	11778526	11778527	FBtr0300507	FBgn0260007
1002	VGlut	0.62780000269413	2L	2400295	2400296	FBtr0077769	FBgn0031424
1003	fred	0.627249998273328	2L	3991712	3991713	FBtr0308126	FBgn0051774
1004	CG43678	0.626250007096678	3L	15049494	15049495	FBtr0310458	FBgn0263761
1005	PKD	0.625624985201284	3R	18310772	18310773	FBtr0083592	FBgn0038603
1006	tj	0.625249996781349	2L	19464267	19464268	FBtr0301669	FBgn0000964
1007	rst	0.625041668924193	X	2973833	2973834	FBtr0070562	FBgn0003285
1008	Syx4	0.624562500277534	X	2742957	2742958	FBtr0332496	FBgn0024980
1009	CG43815	0.624083327750365	2L	3576210	3576211	FBtr0332222	FBgn0264363
1010	CG43088	0.623833334694306	X	14702358	14702359	FBtr0304873	FBgn0262534
1011	CG10384	0.62330833224114	2R	22454741	22454742	FBtr0342992	FBgn0034731
1012	Sdc	0.622833328942458	2R	21417073	21417074	FBtr0305897	FBgn0010415
