gene_symbol,start,end,width,width.1,Conc,Conc_Cph_NanoDam,Conc_control,Fold,p.value,FDR,geneChr,geneStart,geneEnd,geneLength,geneStrand,distanceToTSS,significance_score,rank
Orc3,13205081,13205480,400,401,10.1942090734459,10.6821552837408,9.45134775242711,0.871308528607833,0.0001217611523305,0.0058657409058122,2,13202728,13205337,2610,2,0,2.2316771240457385,284
Cyp9b2,7131773,7132172,400,401,13.3336539262121,13.8935895327951,12.4062306002402,0.869803552292514,0.0005287366278868,0.0172830365341671,2,7130277,7132139,1863,2,0,1.7623799520088879,285
CG32219,19950629,19951028,400,401,10.3416461325378,10.826906609093,9.60506861522948,0.869460056209247,0.0001165397501924,0.0056780020335225,3,19950023,19951135,1113,2,107,2.24580445627169,286
CG31688,20431265,20431664,400,401,10.1987752508743,10.6826908652121,9.46532967608544,0.867839165093212,0.0001155303791494,0.0056609885783233,1,20429025,20447905,18881,1,2240,2.247107721352143,287
mask,24233580,24233979,400,401,11.6575303002499,12.191183629331,10.8013409015237,0.865072274606158,0.0003957993691048,0.0140440534761678,4,24235070,24250248,15179,1,-1091,1.8525075255211,288
CG30487,12939670,12940069,400,401,9.60777627690737,10.0808171013393,8.8993044071886,0.863841657534917,8.35827416374362e-05,0.0044516895002547,2,12937616,12938343,728,2,-1327,2.351475134775033,289
edin,17494965,17495364,400,401,11.0077774711193,11.5134907335009,10.2223371628175,0.863573330694739,0.0002387511426505,0.0099705732868271,3,17494880,17495300,421,1,85,2.00127986995839,290
Fas2,4204002,4204401,400,401,9.45526823634649,9.97493191971663,8.63510789642125,0.863146536037968,0.0003223430856065,0.0121945233488664,6,4132887,4206093,73207,2,1692,1.9138351704222256,291
CG30187,22910315,22910714,400,401,8.44936644672973,8.96385930754524,7.6422122851501,0.861437685249854,0.0002999531847848,0.0115513408362113,2,22916843,22918790,1948,2,8076,1.9373676015753203,292
Irk2,23518234,23518633,400,401,10.8623988240451,11.3706699388643,10.0706796497675,0.861004509402721,0.0002651556498569,0.0106746934156033,4,23513968,23518318,4351,2,0,1.9716445893543442,293
lncRNA:CR44725,21529639,21530038,400,401,10.2388765906293,10.7225628415552,9.50596419307539,0.860330216416449,0.0001388640637229,0.0064950509804942,2,21531595,21532195,601,2,2157,2.187417435744083,294
Neu2,21488187,21488586,400,401,9.2329816468166,9.70898629357891,8.51776474631779,0.858336763272477,0.0001113719747334,0.0055631923301335,3,21484891,21490586,5696,2,2000,2.2546759254138715,295
CG6675,22109380,22109779,400,401,9.11245494970404,9.63399989479776,8.28752175944915,0.857920207369443,0.0003612546685575,0.0132382853969259,1,22108964,22110449,1486,1,416,1.878168260430621,296
CG7320,18203048,18203447,400,401,9.41779370088389,9.87704088071748,8.74012747815954,0.857335547124838,5.29787125430388e-05,0.0031476290936599,3,18201494,18203637,2144,1,1554,2.5020164491424386,297
srp,15990745,15991144,400,401,9.75901569083352,10.26228993327,8.97952690594838,0.85540031795325,0.000263344318714,0.0106478184867341,4,15992434,16004081,11648,1,-1290,1.9727393608844028,298
Spn43Ab,7153658,7154057,400,401,12.1665448541053,12.6999606696806,11.3109776743594,0.852680145662779,0.0004686950795223,0.0159909561282668,2,7151662,7153642,1981,2,-16,1.7961255682227457,299
CG6142,26132168,26132567,400,401,9.36423492549553,9.86037434648934,8.60195952841788,0.850640795603311,0.000243352838971,0.0100723872476812,4,26133154,26137148,3995,1,-587,1.9968675854917268,300
Chd64,4116763,4117162,400,401,11.9020514236071,12.4301902326289,11.0602136273259,0.850587589785468,0.0004474500112384,0.015347535385478,3,4114289,4115752,1464,2,-1011,1.813961356631482,301
CG43341,7632134,7632533,400,401,9.83732267180527,10.3251820234682,9.09466518600178,0.848767205096502,0.0002057122243177,0.0088591455223756,2,7632841,7633880,1040,1,-308,2.052608164434951,302
PsGEF,2388204,2388603,400,401,10.8753125756606,11.3456025653455,10.1730606253717,0.848575181931639,0.0001167903360781,0.0056794544340464,6,2380517,2387664,7148,2,-540,2.2456933804267973,303
Trs23,8686769,8687168,400,401,9.46514761063938,10.0027327157987,8.59860386756382,0.847437488006611,0.000531222716749,0.0173202843959059,1,8686231,8687052,822,1,538,1.7614449812240658,304
Flo1,15569005,15569404,400,401,9.07386914172663,9.57351847693623,8.30316206714751,0.847146221158209,0.0002836630412815,0.0111193796881687,2,15566271,15569404,3134,2,0,1.9539194398690374,305
pdm3,8328834,8329233,400,401,10.1652425987261,10.6113423951061,9.51607412723928,0.846374282305112,3.7060120965523e-05,0.0023715711737265,2,8327490,8396280,68791,1,1344,2.6249638371125346,306
Abca3,21301525,21301924,400,401,8.7204187353935,9.23507796722859,7.9128486433606,0.846086159812775,0.0003864223501986,0.0137873993881554,6,21292714,21302803,10090,2,879,1.8605176437505455,307
Cip4,4344147,4344546,400,401,10.3338014912821,10.869345529098,9.47264570171988,0.845682423687699,0.0005297761534048,0.0172950400334248,3,4323530,4345497,21968,2,951,1.762078428372062,308
CAH7,10113527,10113926,400,401,10.7689359099975,11.2736706632835,9.98588744921626,0.845179300073272,0.0003265945183716,0.0123010892900587,4,10112546,10120081,7536,1,981,1.9100564290715594,309
snoRNA:CD11b,17145699,17146098,400,401,10.1941367716777,10.6552604971051,9.51233523092274,0.844222372510241,9.00832872436463e-05,0.0047197404569099,2,17145654,17145826,173,1,45,2.3260818829826557,310
Srp54k,5153263,5153662,400,401,11.8278632515186,12.439326919457,10.7453074066342,0.84406608039358,0.001020035484002,0.0275469434609595,3,5152678,5154777,2100,1,585,1.5599265823541515,311
lncRNA:CR44755,22238772,22239171,400,401,10.7632291359462,11.3182075204909,9.84961448571752,0.843261418840474,0.0006787635153605,0.0206886154415273,2,22236295,22236795,501,2,-1977,1.6842685729507434,312
Gp93,27948975,27949374,400,401,10.3238128083026,10.7884796461782,9.63415610987169,0.842000113047042,0.0001129300174057,0.0055975427702563,4,27948711,27952151,3441,1,264,2.252002579336188,313
Pngl,6017506,6017905,400,401,11.3316638368767,11.8464987895473,10.5236542573269,0.840913297708285,0.0004201531686823,0.0146654549041428,2,6017739,6020155,2417,1,0,1.833704461200653,314
Fer1HCH,30386008,30386407,400,401,11.9893234573005,12.5250374531636,11.1277200748014,0.840290127044105,0.0005690388285703,0.0183210561514042,4,30385802,30387600,1799,2,1193,1.7370494942322572,315
Mos,12746319,12746718,400,401,10.0697311640969,10.5276823316223,9.39491091372032,0.839378414963646,9.17595457945789e-05,0.0047783690598492,2,12751483,12752936,1454,2,6218,2.3207203103278404,316
lic,13091875,13092274,400,401,10.9564508975353,11.5422197352994,9.95402917885501,0.838218109154929,0.0009174743338944,0.0256543774341694,6,13091145,13093986,2842,1,730,1.5908385200920305,317
dmGlut,12026336,12026735,400,401,12.0127967021756,12.4665633468075,11.3471099885896,0.838022372616758,7.84838770701181e-05,0.0042505215529027,1,12027438,12034122,6685,1,-703,2.3715577773260446,318
bun,12494512,12494911,400,401,9.82372628741829,10.3188116164568,9.06396950261199,0.83649396702069,0.0003134951253855,0.0119194577774077,1,12456577,12493497,36921,2,-1015,1.923743500437718,319
mir-9374,21238885,21239284,400,401,10.1844802453941,10.6340235003264,9.52792707332628,0.835266314661639,6.93436827269908e-05,0.0038362714798964,1,21238301,21238361,61,1,584,2.4160906668691826,320
CG12684,4573007,4573406,400,401,11.7012705639865,12.1951517488255,10.9443833067807,0.835238313324484,0.0003121946076359,0.0119194577774077,6,4570991,4571929,939,2,-1078,1.923743500437718,321
by,9531644,9532043,400,401,12.5579152144793,13.0818044851476,11.7270034077124,0.833804711274393,0.0005329875472236,0.0173558286738347,4,9528238,9533011,4774,2,968,1.7605546456121641,322
kst,6708773,6709571,800,802,22.04379621522493,22.02010208852606,21.250359975157,0.831510028386693,0.00021416097421460032,0.0090931728231922,6,6700216,6736266,36052,2,8956,7.63818141793603,323
eg,21815189,21815588,400,401,9.45235109215627,9.91485298907031,8.76750148657712,0.826484512771974,0.0001604092757811,0.0073295357361809,3,21815413,21817600,2188,1,0,2.1349235333534606,324
hang,16423523,16423922,400,401,13.1702045422149,13.6891061867243,12.3519712814688,0.826279812422994,0.0005532537158011,0.0179024551433755,6,16422831,16438454,15624,1,692,1.7470874057740857,325
prg,8464579,8464978,400,401,12.229216638551,12.6979535056952,11.530459438572,0.82589753637817,0.0001993974247455,0.0086793549096113,1,8464488,8466694,2207,1,91,2.061512552428031,326
lncRNA:CR45363,4369012,4369411,400,401,10.6872349196533,11.1814356882086,9.92958687021479,0.825765204552591,0.0003736089917245,0.013536748326921,1,4361689,4371303,9615,2,1892,1.8684856453460343,327
CG10184,23604839,23605238,400,401,12.9372783328862,13.4262332995184,12.1920467036516,0.8249929354817,0.0003405821176814,0.0126794138601366,4,23602507,23605495,2989,2,257,1.8969008224158006,328
Nelf-A,21223930,21224329,400,401,11.8530895044314,12.3096084325831,11.1814048939527,0.824937642029137,0.0001335345110409,0.0062915298471201,4,21223704,21229512,5809,1,226,2.2012437387554185,329
JIL-1,11090890,11091289,400,401,9.93992063970444,10.421174932576,9.21264428370225,0.82488783613903,0.0002872674569688,0.011163074517409,3,11078752,11091856,13105,2,567,1.9522161761822543,330
CG4615,7100459,7100858,400,401,10.7062494737833,11.1729341036188,10.0120914180687,0.824736752577485,0.0001927771379302,0.0084483677568244,6,7098578,7102300,3723,2,1442,2.0732271895920715,331
Girdin,3179096,3179495,400,401,11.1476309888721,11.6500839472111,10.3701384747634,0.82447296416148,0.000443717467352,0.0152602030048542,3,3178930,3185287,6358,1,166,1.8164396889695027,332
lncRNA:CR31647,5440649,5441048,400,401,10.7846406415,11.240508700362,10.114377721064,0.823112432698041,0.0001373797021006,0.0064490745192321,1,5435582,5439277,3696,2,-1372,2.190502604749072,333
CG12539,14842681,14843080,400,401,9.24785548618273,9.69829413008037,8.5893729905151,0.822040572717763,0.0001126810965584,0.0055959868898977,6,14842617,14844757,2141,2,1677,2.2521233116304877,334
CG34325,16722394,16722793,400,401,9.08745557879644,9.596421993846,8.29402295633393,0.821776010964685,0.000513308159885,0.0169960203308622,6,16714449,16721411,6963,2,-983,1.7696527580734631,335
CG32982,9149736,9150135,400,401,9.49643615227916,9.94446228928179,8.84314336145406,0.821519985130842,0.000103644421877,0.0052692742149938,1,9151199,9163721,12523,1,-1064,2.2782491999924304,336
capu,3897736,3898135,400,401,10.8341400316658,11.3545030252142,10.0122080783375,0.820725931607439,0.0006094562961316,0.01919004065849,1,3872660,3896108,23449,2,-1628,1.7169241051113682,337
vnd,589593,589992,400,401,11.0833423816211,11.5315117965275,10.4297421389591,0.819810456818742,0.0001100022972144,0.0055161970679152,6,591042,597819,6778,1,-1050,2.2583602269089273,338
Mccc2,6746400,6746799,400,401,9.66910349836734,10.2570294013429,8.66017659333215,0.819781203583013,0.0010945060258016,0.0289342333005763,2,6746381,6748954,2574,1,19,1.5385880210847964,339
NAAT1,5405651,5406050,400,401,9.7941216946164,10.309068801808,8.98583151240643,0.818511401039498,0.0005862257229573,0.0187462751783476,6,5405238,5410849,5612,2,4799,1.7270850122131585,340
CG17931,16358751,16359150,400,401,11.9666986864517,12.4664257828041,11.195804018298,0.817194188932685,0.0004768359337188,0.0161828554022644,4,16357535,16359318,1784,2,168,1.7909448463803308,341
CG4462,19924463,19924862,400,401,12.9503556438741,13.4671778485846,12.1373627552051,0.816668519335142,0.0006153956885782,0.0192826480982652,4,19921744,19925371,3628,2,509,1.7148333244014637,342
CG44038,12259784,12260183,400,401,11.0290072799553,11.4608936389799,10.4097449949581,0.816301735362483,5.18391198355358e-05,0.0031022939134241,4,12260969,12261230,262,1,-786,2.5083170592202,343
CG5122,13128170,13128569,400,401,9.38578710817827,9.92926159810995,8.50353962580722,0.815228801293929,0.0008331970928067,0.0239218696567554,1,13130591,13134804,4214,1,-2022,1.6212048802906438,344
lncRNA:CR44711,21581642,21582041,400,401,10.7579460962922,11.2632675652576,9.97346415060135,0.815174308809775,0.0005374893549401,0.0174802953929638,6,21583802,21584466,665,1,-1761,1.757451232659841,345
CG31635,6640778,6641177,400,401,10.3895008895415,10.8966946300767,9.60043107965692,0.814770567889321,0.0005552236816609,0.0179436296617182,1,6632798,6648145,15348,2,6968,1.7460897027293663,346
asRNA:CR44704,21071229,21071628,400,401,11.1800045586759,11.6356560691913,10.5102141910545,0.813639335745203,0.0001776498824962,0.0078862894398455,2,21070749,21071895,1147,1,480,2.103127287645629,347
CG13085,19424912,19425311,400,401,12.464665281631,12.9328746537445,11.7670922445962,0.81346222733028,0.0002628618614056,0.0106478184867341,1,19424050,19430270,6221,1,862,1.9727393608844028,348
lncRNA:CR43650,16829495,16829894,400,401,11.001422370871,11.4631073261538,10.3183807016553,0.811998427596709,0.0002257249089072,0.0095193004617042,2,16829095,16839494,10400,1,400,2.021394965143283,349
shot,41699746,41700943,1200,1203,32.32176283164067,32.59590960968016,31.3257833535617,0.8115303446866851,0.0005449531978855099,0.0225136156353306,6,41593292,41706348,113059,6,6203,6.592392897935412,350
CG4781,24641565,24641964,400,401,9.75753609731273,10.3124875749165,8.84399590992862,0.809985297438567,0.0009678168024205,0.0265710642927085,2,24640683,24642239,1557,2,275,1.575591049760089,351
lncRNA:CR44587,12024604,12025003,400,401,9.48696389279417,9.95022674422957,8.80042729004756,0.805983919050432,0.0002716576121278,0.0107845556666483,1,12024056,12025202,1147,2,199,1.9671977435144277,352
CG31087,25314719,25315118,400,401,12.3640658011009,12.8899913173984,11.5279329418515,0.805549185293998,0.0007893496843817,0.0230464979437855,4,25311027,25313833,2807,2,-886,1.6373950589615454,353
Usp15-31,24746354,24746753,400,401,10.7410840636268,11.2175690594627,10.024769705277,0.805089410677817,0.0003825316903159,0.0137438934823717,2,24743749,24756976,13228,1,2605,1.861890219359563,354
Dp1,18414134,18414533,400,401,13.6723395740982,14.1887436584774,12.8603971815688,0.804760500064798,0.0007189824133704,0.0216072693737776,2,18414406,18420742,6337,1,0,1.6654001137660588,355
Nmdar1,5528266,5528665,400,401,8.43358862041426,9.01216386277581,7.4525824580258,0.803484771024532,0.0011963837429824,0.0304778870937611,4,5508842,5523328,14487,2,-4938,1.5160151441345082,356
CG6362,17771591,17771990,400,401,10.3719977512844,10.8465311052173,9.66013487484825,0.800994072008598,0.000397720123425,0.0140927688362397,2,17770405,17772552,2148,2,562,1.8510036717476666,357
lncRNA:CR43422,22283288,22283687,400,401,10.841277554184,11.3373297863055,10.0792107200522,0.799026409045058,0.0005995634953563,0.0189821386938525,2,22291717,22292395,679,1,-8030,1.7216548577352806,358
Mnn1,7057321,7057720,400,401,10.2769018888143,10.7535053494932,9.56031668818255,0.798384661147533,0.0004358062506598,0.0150687040298726,1,7056301,7063586,7286,1,1020,1.821924097179549,359
cv-c,14478845,14479244,400,401,12.0250807766819,12.479648393748,11.3576522991013,0.796823344241478,0.0002639008747317,0.0106478184867341,4,14391683,14481713,90031,2,2469,1.9727393608844028,360
aPKC,14950798,14951197,400,401,10.8545947670478,11.3602142018633,10.0693840512603,0.796634642348845,0.0007061009367853,0.0212698437925109,2,14946106,14950911,4806,2,0,1.6722356995800947,361
Ugt35C1,11127657,11128056,400,401,11.6261143164393,12.0633440276954,10.99571625248,0.796270940707526,0.0001439452892762,0.0066841021058329,4,11126597,11128328,1732,2,272,2.1749569244786615,362
CG46397,8947823,8948222,400,401,9.88305802136178,10.3509147510357,9.18627584127178,0.795299608860009,0.0003831464162445,0.0137467804154677,1,8947266,8947871,606,1,557,1.8617990044899322,363
CycE,15734400,15734799,400,401,9.58529909388423,10.0656119437092,8.86019608538275,0.795178728303991,0.0004961392586636,0.01664600398101,1,15727581,15731784,4204,2,-2616,1.7786900058384503,364
mamo,13933750,13934149,400,401,9.50628191468112,9.98693860903599,8.78038567533606,0.79488138088273,0.0005014529914006,0.0167636720390414,6,13858017,13933343,75327,2,-407,1.7756308442011044,365
Acsf2,5341545,5341944,400,401,8.68620467570614,9.18274611468392,7.92296706518742,0.794709404196917,0.0006427733883004,0.0198742132380145,1,5339132,5342234,3103,2,290,1.7017100547797672,366
lncRNA:CR44584,11329434,11329833,400,401,9.21792240269843,9.71246934005258,8.45944963008747,0.793651351384821,0.0006387182404856,0.019820297631475,1,11331889,11332736,848,2,2903,1.702889828219224,367
CG3091,2255213,2255612,400,401,12.1655378063926,12.614547935084,11.5101315866759,0.793635486187693,0.0002409382100383,0.0100293453935883,6,2252332,2254197,1866,2,-1016,1.9987274120673146,368
RhoGAP71E,15589633,15590032,400,401,10.0818269665471,10.5049079742322,9.48064165007306,0.792213586732157,8.12032098006155e-05,0.0043610700879349,3,15588860,15609125,20266,1,773,2.360406933606606,369
lncRNA:CR45349,15278916,15279315,400,401,10.2313168155002,10.6793400838715,9.57803017932573,0.792069683022509,0.0002435383816543,0.0100723872476812,1,15280028,15280449,422,1,-713,1.9968675854917268,370
lncRNA:CR43440,28592941,28593340,400,401,10.665983100485,11.1255225439963,9.98767395227936,0.791856507092426,0.0003392823161373,0.0126493298299016,4,28593488,28594283,796,1,-148,1.897932483095719,371
OtopLb,3278716,3279115,400,401,12.8420951981958,13.3204536200049,12.1214891063989,0.791231938843946,0.0005121195979306,0.0169960203308622,1,3275800,3279470,3671,2,355,1.7696527580734631,372
CG32117,12903136,12903535,400,401,13.0420461458419,13.5286940514269,12.3022273430849,0.789972629524167,0.0006003358331835,0.0189821386938525,3,12902925,12903711,787,2,176,1.7216548577352806,373
asRNA:CR45885,11689084,11689483,400,401,9.29432671916956,9.7431313123938,8.63936232597687,0.787444355770598,0.0002807801652732,0.0110444491615496,3,11687344,11688390,1047,2,-694,1.9568559395539762,374
lncRNA:CR42719,613929,614328,400,401,10.8501666162749,11.2669785584282,10.2616486689242,0.786869089801913,6.88387824998821e-05,0.0038165467237273,3,615627,616646,1020,2,2318,2.418329416439012,375
betaTub56D,19450780,19451179,400,401,10.52698328235,11.0178940928062,9.77714007358636,0.785972912636831,0.0006796549982093,0.0206912719869071,2,19447319,19451600,4282,2,421,1.684212810450038,376
Myo10A,10930540,10930939,400,401,8.83668240039595,9.3387737368287,8.06006763492043,0.785301805806785,0.0007901656437869,0.0230464979437855,6,10930840,10964046,33207,1,0,1.6373950589615454,377
mrj,16212368,16212767,400,401,11.436319874564,11.8728966964273,10.8072892984907,0.782574223218579,0.0002123716244414,0.0090301818822421,2,16203329,16210397,7069,2,-1971,2.044303502215996,378
SKIP,22172461,22172860,400,401,11.1861911243875,11.6123618179997,10.5787011293127,0.779788380106799,0.0001509269167263,0.0069818531291029,4,22174247,22174754,508,1,-1387,2.15602929128395,379
lncRNA:CR44258,17269214,17269613,400,401,9.75518130057592,10.295496092025,8.8813882045891,0.778047675091135,0.0012135706536192,0.0306670973127273,4,17270290,17271027,738,2,1414,1.5133273287036308,380
Ptpmeg,349001,349400,400,401,13.2694701278384,13.7636006495501,12.5119893549677,0.777341330992593,0.000805332892955,0.0233564697534028,3,347459,356050,8592,1,1542,1.6315927986519925,381
nkd,19043585,19043984,400,401,10.9045486300391,11.3680075170341,10.2175769624694,0.775836806837166,0.000514009866566,0.0169960203308622,3,19003741,19045449,41709,2,1465,1.7696527580734631,382
Syx4,2742779,2743178,400,401,12.0326486888473,12.513921348752,11.305329885343,0.775006721854981,0.0007035433554892,0.0212675121268649,6,2739089,2742958,3870,2,0,1.672283310885632,383
kel,18136727,18137126,400,401,9.44906387802342,9.9904632597619,8.57237641613607,0.77451520390935,0.001266917683412,0.0315808695792395,1,18129884,18138083,8200,2,957,1.5005759158645864,384
PGRP-LB,11453188,11453587,400,401,10.9614334848067,11.4680812666586,10.1737036296253,0.774245783101034,0.0009633107640516,0.0265456408911855,4,11452849,11454329,1481,2,742,1.5760067850282147,385
Idgf3,16451249,16451648,400,401,9.7421050525547,10.1904052996186,9.08822398074699,0.773979371041314,0.0003783845748251,0.0136520942319471,1,16451060,16455194,4135,1,189,1.8648007227173509,386
CG4607,7070667,7071066,400,401,10.1182709705884,10.5354617079239,9.52899232851126,0.772896373816435,0.0001239808027307,0.0059282642197914,6,7069936,7072689,2754,1,731,2.2270724483080433,387
Pgant1,15513644,15514043,400,401,10.6365717178694,11.1087912091612,9.92996101936264,0.772392366264845,0.000639851553642,0.019831543635471,2,15513567,15515597,2031,1,77,1.7026434801327883,388
lncRNA:CR45382,22472935,22473334,400,401,9.56205242736026,9.98513945308807,8.96085487056246,0.771578561082692,0.0001726803301598,0.0076987894165728,3,22473952,22474431,480,2,1097,2.1135775593775796,389
LIMK1,12590052,12590451,400,401,12.5262730005185,12.9680295413048,11.8863404358864,0.769195673597534,0.0003559601480564,0.0130815354410754,6,12584385,12589683,5299,2,-369,1.8833412778427827,390
CG15185,6529795,6530194,400,401,10.6666911419029,11.1139699366652,10.0150004742962,0.76897538261739,0.0004143313721484,0.014559270896067,4,6527508,6528674,1167,1,2287,1.8368603732196334,391
mars,13499445,13499844,400,401,10.0583906848179,10.5313487587393,9.35010648764253,0.768721134769417,0.0006888347808443,0.0209212216496103,2,13500621,13506011,5391,1,-777,1.6794129593748426,392
snoRNA:Psi28S-2566,18896105,18896504,400,401,12.5380937714225,12.9499493957206,11.9594740447866,0.767452030496319,0.0001138498337182,0.0056107030122648,3,18896189,18896456,268,2,0,2.250982718918739,393
CG9389,21269701,21270100,400,401,10.580352271387,11.0172137370769,9.95072573944526,0.76463487189638,0.0003466776491286,0.0128594068453074,3,21268392,21270580,2189,2,480,1.8907790632742347,394
mop,14777986,14778385,400,401,11.4437990696802,11.9456772201945,10.6677014077149,0.764206328288204,0.0010451783111699,0.0279581033990846,3,14769341,14776129,6789,2,-1857,1.5534922932714743,395
rols,12063890,12064289,400,401,9.42734719597994,9.86180281626037,8.80274633291903,0.764089230654757,0.0003247331627719,0.0122669025144011,3,12008225,12064859,56635,2,570,1.9112650860691087,396
ATP8B,12089438,12089837,400,401,11.8273774813731,12.3546606359703,10.9877489159704,0.763817018488565,0.0012905196115975,0.03198325337991,4,12068375,12090612,22238,2,775,1.495077361319062,397
mir-2495,5068252,5068651,400,401,9.18318877190159,9.66213138079973,8.46124063797181,0.761713112982038,0.0008371669132472,0.0239823149702522,1,5068570,5068684,115,1,0,1.6201088975390456,398
asRNA:CR44724,21298073,21298472,400,401,12.3278380494466,12.7800732062594,11.665473124688,0.761495685618514,0.0005411196419278,0.0175761398845875,2,21297495,21298495,1001,2,23,1.7550764996206194,399
CG11060,7174356,7174755,400,401,10.9256466566072,11.3398646636054,10.3423217452826,0.760840429229189,0.0001653246301617,0.0075008397017821,2,7175886,7178290,2405,1,-1131,2.12489011561667,400
Mrtf,2762143,2762542,400,401,10.9106472273357,11.3421764093254,10.2921247957426,0.759935127234988,0.0003322780537319,0.0124422895666011,3,2719415,2762170,42756,2,0,1.9050996956381305,401
CG15773,5734297,5734696,400,401,10.9856100061811,11.4285282944763,10.3432154985391,0.758840550981799,0.0004652750176183,0.0158953516975191,6,5732740,5734614,1875,1,1557,1.7987298585260514,402
Cpr49Ah,12412391,12412790,400,401,9.21762661034091,9.70877112540168,8.46723095565603,0.758603972900253,0.0010116648074451,0.0274236851122523,2,12413962,12415170,1209,1,-1172,1.5618741864399606,403
dikar,6744645,6745044,400,401,10.017734213456,10.4740897856193,9.34640661253445,0.758259921082005,0.0006222213399334,0.019449142126108,3,6738528,6743164,4637,2,-1481,1.711099550025374,404
Tsp42Er,7065315,7065714,400,401,11.011273553206,11.4905555506479,10.2885449247377,0.75744088197888,0.0008964382463467,0.0251481721780478,2,7064399,7066113,1715,1,916,1.5994935748957293,405
Ant2,10781700,10782099,400,401,11.242941880407,11.7181260970355,10.5295966521268,0.756782617666317,0.0008587300875752,0.0245181259743311,6,10778954,10780661,1708,2,-1039,1.6105127278775333,406
Mes2,22948297,22948696,400,401,12.3162752628803,12.8314769974975,11.5073477371915,0.756276406707926,0.0012867616256723,0.0319485371871823,3,22945995,22952248,6254,1,2302,1.4955490218898835,407
Zasp52,15755865,15756264,400,401,10.5150825257176,11.0002982341891,9.77860942173694,0.756257747688385,0.0009781166318743,0.0267772682711486,2,15762565,15776062,13498,2,19798,1.5722337303590803,408
mtd,5279049,5279448,400,401,11.5172086251794,11.9528432163252,10.8901481962629,0.755256870684292,0.0004195348437727,0.0146637688261586,4,5270116,5279908,9793,2,460,1.8337543946303363,409
NT1,4515106,4515505,400,401,8.64231016363284,9.18881978660534,7.75187706842079,0.755160670422806,0.0015747372976917,0.0368608889746308,3,4504285,4508433,4149,2,-6673,1.4334341951038914,410
CG13004,16826019,16826418,400,401,8.90944145800109,9.41818582558417,8.11655634441812,0.755059632484785,0.0012438874140973,0.0311274355327381,6,16826681,16828142,1462,2,1724,1.506856657661773,411
pnt,23343566,23343965,400,401,11.1297399932088,11.5585647785557,10.5168012315107,0.754842660007039,0.0003474953239856,0.0128623269201879,4,23290231,23346167,55937,2,2202,1.8906804562033153,412
GstD9,12366781,12367180,400,401,11.2306056296314,11.6912698803356,10.5498182211543,0.754407970448276,0.0007211584932383,0.0216473771745108,4,12366163,12367564,1402,2,384,1.6645947158297991,413
CG43078,8578086,8578485,400,401,10.5551152911473,11.0282015060611,9.84654046395339,0.75380881476586,0.0008745796611793,0.0247781517443156,3,8578742,8596306,17565,1,-257,1.6059310917122243,414
kermit,8147462,8147861,400,401,13.36605065963,13.8285986912572,12.6810988572343,0.753679359794938,0.0007520784426777,0.0223667259397503,2,8146918,8148578,1661,2,717,1.650397583644305,415
tRNA:Lys-CTT-1-4,6165383,6165782,400,401,10.8904970520023,11.3442336291876,10.2248756621846,0.753211511917947,0.0006538085284338,0.0201427837053437,2,6165984,6166056,73,1,-202,1.6958805107273518,416
ced-6,9440954,9441353,400,401,13.8861124531046,14.3891828747328,13.107119453199,0.752337256346813,0.0012242087758976,0.0308752654509471,2,9434669,9440886,6218,2,-68,1.5103892998574289,417
AcCoAS,21276765,21277164,400,401,11.1383789330716,11.5451176122283,10.5698722191429,0.75166100550967,0.000158538286056,0.0072569348910909,3,21271209,21276345,5137,2,-420,2.1392467733724736,418
Mob2,11534092,11534491,400,401,10.8252324776372,11.2515603464684,10.2174206581073,0.750489201510495,0.0003611967039682,0.0132382853969259,3,11522757,11534478,11722,2,0,1.878168260430621,419
CG8051,19309170,19309569,400,401,11.1918686691719,11.6382881598176,10.5420169244532,0.750360302266811,0.0005986069713324,0.0189821386938525,6,19301330,19307925,6596,2,-1245,1.7216548577352806,420
Jon99Ciii,29922297,29922696,400,401,8.8392549897221,9.28793875014751,8.18455025060208,0.74955203047947,0.0006369868804639,0.0197904438405022,4,29922216,29923455,1240,1,81,1.7035444657572496,421
CG15545,30871585,30871984,400,401,8.59137828330504,9.09114578060645,7.82038613693293,0.749008952875033,0.0012425130203932,0.0311274355327381,4,30870939,30872351,1413,2,367,1.506856657661773,422
lncRNA:CR45693,14513127,14513526,400,401,10.5249658531028,10.9346130237915,9.95072396371221,0.748891349724606,0.0002020631723181,0.0087509681950933,1,14509913,14512083,2171,2,-1044,2.057943894574852,423
ppk3,23540140,23540539,400,401,10.6057804273926,11.0097204032508,10.042760117025,0.74869800612663,0.000153049786192,0.007055924282778,2,23538631,23540773,2143,2,234,2.151446088271381,424
CG11590,14200241,14200640,400,401,11.4078094093149,11.831939930699,10.804487102371,0.74726042647068,0.0003669114280802,0.013377525554378,6,14200178,14200907,730,1,63,1.873624210743186,425
crb,24295557,24295956,400,401,11.7682052012156,12.2022056717866,11.1445522126903,0.747164894589403,0.0004845734027355,0.0163806186404379,4,24295078,24314541,19464,1,479,1.7856697004354916,426
CG6709,9894201,9894600,400,401,11.8650348144276,12.4200419181978,10.9513406802263,0.746699411402805,0.001772281709147,0.039992935936674,3,9893188,9894743,1556,2,143,1.3980167125383065,427
