gene_id	gene_short_name	Ctrl_1	Ctrl_2	Ctrl_3	ScOE_1	ScOE_2	ScOE_3	ScOE_4
FBgn0037570	CG11693	0	0	0	0	0	0.0169847	0
FBgn0037571	CG11694	0	0	0	0	0	0	0
FBgn0037572	CG11698	0	0	0.0912657	0	0	0	0
FBgn0037573	eIF4AIII	44.0663	33.5738	30.3031	59.7146	58.1469	72.2145	49.7049
FBgn0037574	Coq2	3.46556	3.84963	4.37626	2.89292	2.55086	3.10438	2.9685
FBgn0037576	Or85a	0	0	0	0.159227	0.224844	0.174651	0
FBgn0037577	CG7443	0	0	0	0	0.0721242	0	0
FBgn0037578	CG9601	9.70905	9.16039	7.74226	10.2624	8.3855	9.87431	9.57963
FBgn0037579	CG18193	0.125823	0	0.168992	0.248438	0	0	0
FBgn0037580	DppIII	25.9076	19.9485	15.4288	29.8568	25.4302	26.3456	22.5531
FBgn0037581	CG7352	4.02424	2.90739	6.1353	7.65953	8.31837	6.89219	3.79097
FBgn0037583	CG9684	33.508	37.3442	30.7193	24.6628	24.9698	20.588	22.7897
FBgn0037584	CG7963	0	0.0634763	0.074417	0	0	0	0
FBgn0037589	Obp85a	0	0	0	0	0	0	0
FBgn0037590	Or85b	0	0	0	0	0	0.0892253	0.069389
FBgn0037591	Or85c	0	0	0	0	0	0	0
FBgn0037592	CG11737	12.4649	16.0406	9.00309	20.4527	24.6568	25.5556	19.0175
FBgn0037594	Or85d	0	0	0	0	0	0	0
FBgn0037601	Cyp313b1	0.0257569	0	0.0345942	0	0	0	0.0361562
FBgn0037602	CG8021	29.228	19.4195	35.5079	22.7056	22.9779	24.1802	27.2131
FBgn0037603	CG11753	96.6243	69.6638	69.6681	48.2054	40.9643	43.6546	29.6854
FBgn0037606	CG8032	7.24582	9.99082	9.03843	8.99186	8.56773	7.06552	10.7652
FBgn0037607	CG8036	273.384	222.167	149.287	111.497	78.9196	89.6174	60.0577
FBgn0037608	mRpL19	54.9069	36.699	32.0361	25.2169	25.736	21.8712	18.9227
FBgn0037609	CG9773	50.6387	43.8292	55.324	40.3575	39.8103	42.9607	41.879
FBgn0037610	CG8043	6.1902	6.51821	6.32717	3.95508	2.87544	3.29203	4.07568
FBgn0037611	CG11755	35.8164	48.5048	46.3504	48.2718	40.5255	49.0724	40.9703
FBgn0037612	CG8112	0.0158825	0.418458	0.168585	1.19005	2.17384	1.07369	0.303355
FBgn0037613	Cks85A	39.7795	29.3683	30.2831	22.0942	17.5083	19.7452	17.6931
FBgn0037614	CG8116	11.7502	5.54741	4.49638	6.84532	7.71291	8.08701	4.47018
FBgn0037615	CG11760	32.993	29.8157	25.1984	31.481	34.8614	32.6511	39.5308
FBgn0037616	CG8136	0.339681	0.0776429	0.273647	0.268298	0.19731	0.306572	0.142986
FBgn0037617	CG8145	8.49583	6.64263	7.05142	7.42355	5.81445	5.74429	8.3204
FBgn0037618	CG11762	0.102265	0	0.0686758	0.0673078	0.178209	0.184569	0.0717683
FBgn0037619	CG8159	3.40779	2.09844	1.65915	2.80362	2.1527	2.76768	2.42143
FBgn0037620	ranshi	4.01321	3.62066	4.10995	3.73093	3.17621	4.73818	2.56997
FBgn0037621	M1BP	32.6806	20.8463	18.4761	46.827	45.3441	49.6116	37.4924
FBgn0037622	CG8202	9.84432	9.28773	6.44424	13.0782	9.55291	12.0438	10.9376
FBgn0037623	CG9801	3.91644	3.3651	3.32868	10.8746	9.61523	9.52002	8.03567
FBgn0037624	CG8223	64.8291	54.153	45.086	63.3542	46.3744	52.5886	45.2667
FBgn0037625	CG11768	0.733738	0.651716	0.561001	0.566957	0.644694	0.749678	0.525362
FBgn0037626	CG8236	0	0.0403687	0	0	0	0.0423974	0
FBgn0037627	CG13318	0.044881	0.154251	0.120558	0.590784	1.35565	1.83603	1.22837
FBgn0037630	Ir85a	0.593025	0.176896	1.40976	0.0851031	0.72111	1.48563	0.424218
FBgn0037632	Tcp-1eta	218.676	151.783	136.377	122.877	109.614	114.066	101.101
FBgn0037633	CG9839	7.67716	3.93894	2.85522	6.2939	6.0915	6.26366	5.97166
FBgn0037634	hng2	8.83476	9.24602	9.172	14.3326	13.7867	14.882	15.7516
FBgn0037635	CG9837	2.52728	3.80119	4.93447	4.46372	4.12721	4.04064	3.29747
FBgn0037636	CG9821	1874.22	1449.18	1500.46	1090.32	975.074	1055.36	813.109
FBgn0037637	CG9836	254.546	318.612	459.64	201.537	233.361	201.082	306.496
FBgn0037638	CG8379	14.0504	13.1409	10.88	13.0556	13.147	12.2021	12.9963
FBgn0037643	skap	199.751	218.755	201.895	241.161	218.614	206.978	186.843
FBgn0037644	CG11964	33.2027	17.373	15.0558	20.9166	19.1543	22.0284	14.0366
FBgn0037645	CG11966	0	0.0129472	0.0455453	0.00743818	0.0953389	0.0340028	0.00793111
FBgn0037646	CAHbeta	10.2678	16.9025	12.0879	26.0234	23.7339	28.7654	23.7221
FBgn0037647	RagA-B	27.0753	36.5297	25.9518	23.0274	23.2792	24.1817	21.1216
FBgn0037648	CG11975	45.0527	54.302	46.3068	35.3974	29.9681	35.2162	31.4416
FBgn0037650	CG11977	0	0	0	0.0483747	0	0	0
FBgn0037652	CG11980	85.833	63.6638	59.5219	51.4161	55.1104	55.7182	56.9606
FBgn0037653	CG11982	34.6578	31.3482	25.6415	18.492	16.3811	18.9184	13.6675
FBgn0037654	CG11983	0.294918	0.300326	0.308078	0.539185	0.399725	0.61113	0.712106
FBgn0037655	CG11984	16.4075	18.2019	14.0726	15.1366	10.9189	10.0659	15.2482
FBgn0037656	CG11986	12.1308	7.20798	7.23446	10.2482	8.43994	8.27822	7.97318
FBgn0037657	hyx	22.0675	18.0308	12.1602	14.0873	9.65165	13.889	9.99726
FBgn0037659	Kdm2	9.75354	11.2687	9.73796	16.0232	13.8578	13.7138	12.3054
FBgn0037660	beag	28.9012	20.0224	17.2109	26.4778	23.3129	22.2459	17.5516
FBgn0037661	Ada	6.53156	4.01076	4.42132	5.77767	4.34034	4.52667	2.71358
FBgn0037662	CG11997	0.0724537	0.0415026	0	0.0953733	0.0841727	0.0217942	0.0254234
FBgn0037664	CG8420	0	0	0	0.0829969	0.0244163	0.0758639	0
FBgn0037665	St2	0	0	0	0	0	0	0
FBgn0037666	CR16735	0	0	0	0.0337262	0	0	0
FBgn0037667	CG16734	7.2873	8.16406	4.97486	8.1351	5.87006	7.09685	5.70747
FBgn0037668	CG16736	0.136292	0.234211	0.183053	0.358812	0.47501	0.65595	0.526063
FBgn0037669	Ibf2	18.8872	14.8623	12.2993	24.3597	21.7759	24.7338	26.1079
FBgn0037670	Ibf1	19.7761	21.6484	16.0396	31.2056	25.7532	33.1374	33.2575
FBgn0037671	VhaM8.9	163.578	111.399	140.974	76.3353	147.212	88.5682	114.318
FBgn0037672	sage	6.58638	5.37624	5.83144	4.08185	4.80612	5.90493	3.04611
FBgn0037675	HP1e	0	0	0	0	0.216408	0	0
FBgn0037676	CG8861	0.169031	0.0484117	0.794263	0.222205	0.294318	0.127045	0.177712
FBgn0037677	CG12951	0.073499	0.757825	0.394863	0.677245	1.23811	1.017	0.464224
FBgn0037678	CG16749	42.6801	435.377	341.916	15.4853	101.292	62.875	151.07
FBgn0037679	CG8866	13.2375	16.0734	16.6773	8.96577	6.89041	8.09818	12.5685
FBgn0037680	CG8121	17.0399	35.6067	23.7608	12.187	9.39872	11.3759	11.0218
FBgn0037683	CG18473	2.13223	1.42494	2.56546	0.964812	2.24487	1.36293	2.30689
FBgn0037684	CG8129	6.02704	3.97136	7.54925	3.84451	6.69826	4.87673	4.03254
FBgn0037685	Or85f	0.0982644	0.225149	0.0659889	0.194023	0.0856185	0.206906	0.0689604
FBgn0037686	RpL34b	1243.58	780.014	630.72	528.984	279.971	612.932	311.906
FBgn0037687	CG8132	11.1369	11.2988	20.0926	12.3624	20.3728	22.0332	17.1478
FBgn0037688	CG9356	6.04117	5.25325	4.49682	5.65277	4.18561	5.49536	2.98815
FBgn0037689	CG8135	3.41327	2.35268	1.04531	2.91926	2.59753	3.53841	1.41045
FBgn0037690	Task7	0.0314102	0.0359845	0.0421867	0.0206732	0.0547359	0.0944822	0
FBgn0037696	GstZ1	28.6891	24.8054	20.2657	11.5787	9.51146	9.44384	6.83782
FBgn0037697	GstZ2	0.553707	1.15446	1.49887	72.1547	91.5161	87.4131	69.9758
FBgn0037698	CG16779	0.0286519	0.0814338	0.296851	0.0889031	0.0998613	0.0594041	0.0258526
FBgn0037700	CG8149	72.1644	52.6945	61.7092	82.0089	80.5042	83.8616	84.1592
FBgn0037702	CG8176	6.2435	8.34702	5.68501	11.1821	9.88611	9.53682	8.75616
FBgn0037703	JHDM2	3.31887	3.49055	3.56559	5.435	5.14808	5.65169	5.04009
FBgn0037705	mura	35.6996	47.6069	45.9312	37.4628	36.4153	35.9597	43.3436
FBgn0037707	RnpS1	37.486	24.6476	21.6719	41.1021	40.401	48.3886	36.4784
FBgn0037708	CG9386	12.2253	10.2203	6.70099	5.52366	4.70223	4.79053	6.58535
FBgn0037709	CG8199	48.4548	38.1419	27.7604	23.2699	18.5226	16.7346	17.1544
FBgn0037710	CG9393	17.2015	16.4768	15.027	13.1713	12.2034	13.7981	17.2022
FBgn0037712	CG16789	2.74785	2.57109	1.89801	2.5132	1.88478	2.61849	1.44656
FBgn0037713	CG16790	9.23529	5.89643	6.66859	8.23902	7.94505	9.99391	8.95037
FBgn0037714	CG9396	1.31082	4.38963	32.9087	19.2457	35.4352	40.2788	57.8129
FBgn0037715	CG9399	16.1975	19.2522	19.8918	30.1416	31.0132	35.9047	30.8989
FBgn0037716	CG8273	2.30647	2.0989	2.2849	2.89612	2.61301	2.15517	2.7207
FBgn0037717	CG8301	0.446408	0.511418	0.310886	0.0652913	0.00960391	0.00994666	0.0348091
FBgn0037718	P58IPK	42.1948	38.3964	33.2497	58.9483	62.0976	53.0634	50.952
FBgn0037719	bocksbeutel	19.4016	22.3674	23.1567	20.1265	16.8977	18.4784	16.1715
FBgn0037720	CG8312	0.254791	3.48096	18.6174	1.68013	10.9769	8.20167	23.3941
FBgn0037721	CG9427	0.0933343	0.106927	0.125356	0.368588	0.0542153	0.783894	0.524023
FBgn0037722	CG8319	11.8504	9.40275	7.13278	14.1258	11.3961	15.9483	11.2426
FBgn0037723	SpdS	107.545	78.2827	82.556	26.7203	23.8705	25.2335	33.9157
FBgn0037724	Fst	7.82814	361.603	1119.83	69.2472	685.504	632.722	1093.41
FBgn0037726	CG9492	0	0.00382044	0.0179588	0	0.00971019	0.00200622	0.00703603
FBgn0037727	CG8358	0	0.192377	1.06324	0.0315775	0.236887	0.216477	2.08755
FBgn0037728	CG16817	593.873	370.233	350.159	404.26	379.664	423.047	279.768
FBgn0037730	CG9444	1.14622	1.56786	2.17209	4.32577	4.1152	4.74735	2.21693
FBgn0037731	CG18542	0	0	0	0	0	0	0
FBgn0037734	trbd	2.73571	1.90566	2.01255	1.17624	1.37349	1.19094	1.68833
FBgn0037736	CG12950	0.0113048	0.0906576	0.13665	1.51041	2.40995	2.32593	2.14998
FBgn0037737	Pnn	39.3773	28.78	31.3646	35.6818	37.2922	40.207	40.0284
FBgn0037739	CG12948	19.0298	15.9454	13.9078	21.2687	16.9102	19.0973	16.1244
FBgn0037741	CG16908	2.6961	1.48397	1.35538	1.47708	1.10239	1.32295	1.1733
FBgn0037742	Rpt3R	0.356017	0.0906117	0.106229	0.41658	0.620432	0.571176	0.27761
FBgn0037743	CG8412	5.94636	5.70445	4.22815	4.07621	3.52579	3.46594	3.26336
FBgn0037744	CG8417	17.663	16.7793	17.539	12.9053	11.5741	15.6406	14.5126
FBgn0037746	CG8478	4.84213	4.79146	4.72949	32.4566	33.0517	34.2208	32.8512
FBgn0037747	CG8481	31.7002	37.6337	44.0674	42.7207	45.668	48.5126	38.045
FBgn0037749	CG9471	11.191	9.40432	13.9626	7.38848	11.4929	8.69807	15.8924
FBgn0037750	Whamy	23.1572	31.9742	36.697	15.1208	27.3389	30.2239	22.9892
FBgn0037751	topi	2.57709	1.45383	1.49464	0.835229	0.612393	0.822173	0.589152
FBgn0037753	CG12947	2.91325	2.27764	2.80799	2.5613	2.35083	3.57276	1.79418
FBgn0037754	CG8500	3.05872	2.5864	2.03648	7.19557	9.20906	9.12683	9.18906
FBgn0037755	CG12945	26.4569	26.597	26.1949	12.646	12.4469	8.23502	15.5407
FBgn0037756	CG8507	59.2313	36.0201	30.7314	33.1365	32.4499	31.7531	26.8197
FBgn0037757	CG8516	21.0086	25.3574	26.666	30.038	28.5386	27.6908	30.8742
FBgn0037758	CG9467	24.1792	20.7477	19.2779	15.5124	15.8449	15.1548	14.7038
FBgn0037759	CG8526	0.0256594	0	0	0.084441	0.0745242	0.0926206	0.0180074
FBgn0037760	FBXO11	22.5848	25.5215	23.594	27.271	28.494	23.3465	24.5084
FBgn0037761	CG8534	0	0.0698867	0	0	0.0354342	0	0
FBgn0037762	eloF	0	0.0753792	0.0883714	0.0433055	0	0	0
FBgn0037763	CG16904	0	0	0	0	0	0	0
FBgn0037764	CG9459	0	0	0	0	0	0.0414108	0
FBgn0037765	CG9458	0	0	0	0	0	0	0
FBgn0037766	Teh1	0.198318	0.138844	1.12463	0.239298	0.40319	0.291643	0.11598
FBgn0037770	Art4	7.78322	10.6542	8.88665	11.5068	11.4817	11.2699	15.8601
FBgn0037772	Spn85F	0.0248294	0.0276816	0.0343923	0.0642051	0.111514	0.0728613	0.051137
FBgn0037773	CG5359	9.86006	6.4517	4.58237	12.2981	13.5833	15.3006	12.5729
FBgn0037777	CG11722	25.8858	24.6968	22.1141	21.7853	17.0083	19.0961	20.3105
FBgn0037778	mtTFB2	4.46373	5.78445	4.47182	6.40554	5.48325	6.88957	4.49345
FBgn0037779	CG12811	10.9949	18.2402	22.1103	13.3261	12.1799	12.0001	15.685
FBgn0037780	CG3925	11.1237	12.9797	11.1705	13.4223	9.63236	12.8884	8.94489
FBgn0037781	Fancl	3.02764	3.36389	5.36024	4.77038	7.62248	8.77812	8.56424
FBgn0037782	Npc2d	34.2164	25.4495	54.2984	6.99856	46.6612	39.2059	4.58085
FBgn0037783	Npc2c	0.28617	0.218563	0.768704	0.125565	0.387866	0.860804	0.0669433
FBgn0037786	CG5361	0.0373321	0	0	0.0491416	0.325278	0.179673	0.209593
FBgn0037788	CG3940	1.36912	1.45512	9.55122	1.22427	13.1217	4.90789	13.4709
FBgn0037792	TAF1B	4.29164	3.83737	2.8519	3.39544	3.3615	3.3915	3.03279
FBgn0037794	CG6254	6.55461	4.92504	3.70671	4.80307	4.00778	4.59782	4.65579
FBgn0037796	CG12814	0	0.0238744	0.0560671	0.0179915	0.0363845	0.131605	0
FBgn0037797	CG12420	0	2.13E-07	0	0.305799	0.475175	0.763227	0.138642
FBgn0037798	CG12817	0.0559924	0.256586	0.0752028	1.09444	1.68816	2.55308	1.89873
FBgn0037801	CG3999	0	0.0365775	0.064323	0.0420277	0.102003	0.0960393	0.0336097
FBgn0037802	Sirt6	3.4753	3.80044	3.2532	3.84687	3.94565	4.14982	3.54751
FBgn0037807	CG6293	4.52185	12.7465	14.6206	9.16851	5.2157	5.62147	3.35921
FBgn0037809	CG12818	7.45946	6.34042	4.36299	8.275	7.40801	8.64954	8.52787
FBgn0037810	sle	1.85868	1.61504	0.932353	3.67238	4.20663	2.99457	4.78125
FBgn0037811	CG12592	2.10474	4.49935	3.90514	4.78418	4.89033	4.72546	7.294
FBgn0037812	CG18545	0	0.12088	0	0.277784	0	0.190433	0.222144
FBgn0037814	CG6325	2.53931	3.4206	2.64222	2.39674	2.09906	1.97252	3.01577
FBgn0037815	Rrp46	20.5319	15.9198	19.5026	13.9245	11.9718	16.579	23.3393
FBgn0037816	CG6345	2.41359	2.42788	2.17429	2.34408	1.59006	1.82388	2.25154
FBgn0037817	Cyp12e1	16.8155	23.094	17.0519	5.80039	3.19704	3.45333	4.7156
FBgn0037818	CG6465	11.3866	4.58207	4.71405	0.510365	0.260774	0.417397	0.343697
FBgn0037819	CG14688	0.398806	0.628216	0.803448	0.590582	2.80882	1.34956	0.489782
FBgn0037822	CG14683	30.8471	19.4377	14.503	16.9165	15.7023	18.0304	13.2194
FBgn0037824	CG14684	2.56317	3.13221	1.83604	1.79946	0.694808	0.719605	1.55895
FBgn0037826	CG14689	0	0	0	0.021612	0	0.0197546	0.0230443
FBgn0037827	CG4073	0	0	0	0	0.0309277	0	0
FBgn0037828	tomboy20	0	0	0	0	0	0	0
FBgn0037829	CG14691	0	0	0.0437156	0	0	0	0
FBgn0037831	Cap-H2	4.7911	8.00544	7.36877	8.33442	7.61218	8.44086	12.0149
FBgn0037832	Desi	0	0	0	0	0.0347681	0	0
FBgn0037834	Art1	84.0722	60.0006	55.2446	77.9809	74.2606	84.1083	80.4599
FBgn0037835	CG14687	0	0.102712	0.24083	3.36346	0	13.8078	0
FBgn0037836	CG14692	0	0	0.0302922	0.0074222	0.0294774	0.0305294	0.0158281
FBgn0037837	CG14693	0	0	0.354145	0.0738781	0.094526	0.0641351	0.153589
FBgn0037838	CG4089	0.999509	0.723201	0.423925	0.502039	0.672259	0.870313	1.23675
FBgn0037841	CG4565	1.07283	0.920411	1.59394	1.78058	2.61483	3.01012	4.12659
FBgn0037842	CG6567	29.5546	26.8813	28.5614	17.9181	20.0345	20.6103	19.1141
FBgn0037843	CG4511	148.291	196.523	168.195	116.927	112.528	89.3436	114.194
FBgn0037844	CG4570	5.44202	3.06532	4.32456	89.1858	73.1008	73.5816	70.6856
FBgn0037845	CG14694	0.493121	1.31818	8.49959	1.92029	2.81666	3.36218	4.64303
FBgn0037846	CG6574	2.58424	4.23831	9.09731	3.20478	4.85096	5.69505	7.92247
FBgn0037848	Tsp86D	49.7921	32.389	31.616	17.8339	16.7724	16.3375	16.9005
FBgn0037849	CG4596	0.0444062	0.0763097	0.0596415	0.350721	0.709344	0.854877	0.373963
FBgn0037850	CG14695	0.315241	0.902874	1.83472	0.829925	1.00713	0.790207	0.700565
FBgn0037852	Tpc1	36.8534	48.3226	46.4208	33.9439	30.8247	31.8475	27.6149
FBgn0037853	CG14696	124.003	62.1308	48.9321	55.9283	40.4312	46.2977	26.5718
FBgn0037855	CG6621	11.8057	9.74334	9.1426	9.29676	8.16884	9.62817	7.62262
FBgn0037856	Leash	6.75925	8.6081	10.1565	5.23068	5.25988	3.74764	5.93787
FBgn0037857	Tengl4	0	0	0	0.0261675	0	0	0
FBgn0037860	CG6629	0	0	0	0	0	0	0
FBgn0037862	CG4706	0	0.0231823	0	0	0	0	0
FBgn0037870	CG18577	2.69398	2.54167	5.95949	1.19944	3.72805	2.43106	3.66998
FBgn0037873	SdhC	262.384	277.824	375.648	203.319	147.404	172.873	174.251
FBgn0037874	Tctp	5071.66	4622.58	4940.97	2732.39	2329.69	2311.56	2246.13
FBgn0037875	ZnT86D	48.0323	38.0958	31.2741	27.502	25.9088	22.3079	22.6277
FBgn0037876	CG4820	7.45581	3.57296	2.22529	4.74681	2.54757	4.86655	2.3939
FBgn0037877	CG6689	7.57348	7.03754	5.95243	4.63385	3.58455	4.9106	2.69685
FBgn0037878	CG6693	53.8892	49.4632	43.599	78.5301	67.0735	75.8842	71.7493
FBgn0037879	scpr-C	0.31769	0.121322	0	0.0447225	0.338318	0.163519	0.371582
FBgn0037880	CG17726	4.05196	2.95817	3.25462	2.04027	1.03838	1.60121	1.78561
FBgn0037881	GCC88	13.1813	8.40374	7.51798	14.0229	14.2382	14.2982	8.3626
FBgn0037882	CG17187	2.30628	1.70963	2.00429	2.76797	2.33783	2.55729	2.88793
FBgn0037883	CG14701	62.179	53.6528	54.5527	22.7022	17.7749	19.1124	38.642
FBgn0037884	Arfip	30.8203	34.7855	33.3726	34.2909	29.1493	29.1693	36.7055
FBgn0037885	CG17721	23.9047	17.5159	11.8887	12.2195	11.4969	11.9693	11.7483
FBgn0037888	scpr-B	0.4148	0.316805	0.278557	0.591517	0.242278	0.291824	0.438424
FBgn0037889	scpr-A	0	0.0821777	0	0.0472112	0.0833335	0	0.0503399
FBgn0037890	CG17734	210.054	172.653	158.824	111.037	124.733	114.667	102.197
FBgn0037891	CG5214	128.044	153.044	146.007	92.9008	97.0968	84.0782	80.7443
FBgn0037892	mRpL40	45.4421	29.3644	28.4988	23.7909	14.5615	18.0748	14.298
FBgn0037894	Ranbp9	8.82003	5.74569	3.88534	5.28767	5.40641	5.03186	4.23684
FBgn0037895	CG6723	0.0267751	0	0.0359614	0	0	0	0
FBgn0037896	ninaG	0	0	0	0	0.0164809	0	0.0398312
FBgn0037897	CG5270	1.09154	0.858778	0.830164	0.566942	0.477443	0.474703	0.70142
FBgn0037898	CG18643	76.0208	42.4716	57.1254	23.139	24.4533	22.5801	20.225
FBgn0037899	RpL24-like	1284.13	883.4	906.742	442.284	330.172	408.285	290.658
FBgn0037900	CG5276	7.29302	5.97159	6.31652	6.19069	5.20631	5.49462	6.43353
FBgn0037901	CG6744	22.3898	14.7715	13.2221	13.7037	11.3862	11.0588	7.47901
FBgn0037902	CG5281	0.509374	0	0.091218	1.45276	1.51886	1.8795	1.38222
FBgn0037906	PGRP-LB	76.8782	130.934	84.4525	233.063	221.376	244.005	162.311
FBgn0037908	dpr5	0.039396	0.0679446	0.0922333	0.570457	1.3502	1.58799	0.967689
FBgn0037910	CG14708	0	0	0	0	0.0535884	0	0
FBgn0037911	CG10898	6.06914	5.46307	5.20379	4.65432	3.91885	4.58031	3.63175
FBgn0037912	sea	124.299	148.163	209.201	100.254	175.065	139.011	194.465
FBgn0037913	fabp	431.854	262.182	362.246	384.636	704.009	625.884	558.773
FBgn0037915	CG6790	0.0185303	0	0.0248878	0	0.0107637	0.0111479	0
FBgn0037916	CG5342	0	0	0	0	0.0115823	0	0.0279864
FBgn0037917	wkd	56.0398	80.6607	68.8047	56.2081	39.7565	43.3523	58.8248
FBgn0037918	CG6791	1.63187	2.29522	1.94178	2.02426	1.6382	1.67748	2.18544
FBgn0037920	CG14710	4.07632	2.7712	3.22239	3.04334	3.32885	3.9826	3.98587
FBgn0037921	CG6808	1.66163	0.732213	0.627321	1.3883	1.40402	1.67127	2.46241
FBgn0037922	CG14711	11.0805	13.1679	9.89633	16.279	12.6217	15.2071	14.3325
FBgn0037923	CG6813	3.44344	3.78221	2.81028	6.73568	5.86215	7.04835	5.24093
FBgn0037924	CG14712	4.16729	2.90779	2.96501	3.48869	2.61267	2.75563	2.82512
FBgn0037926	Elp1	8.90669	7.36844	4.73169	4.36963	3.93957	4.2582	3.31283
FBgn0037930	CG14715	306.459	253.073	295.061	222.482	199.047	204.025	286.422
FBgn0037931	CG18476	1.20248	0.998259	1.02988	1.65169	1.42734	2.01298	1.12517
FBgn0037933	Ho	31.7001	45.8139	39.5649	40.7671	31.588	36.7302	35.419
FBgn0037934	CG6830	1.65048	3.48424	18.6555	0.891002	4.29806	3.42505	6.50718
FBgn0037935	CG6834	0.213812	0.755261	1.2444	1.63005	2.61849	3.0228	3.18856
FBgn0037936	CG6908	1.00794	2.06888	12.1274	3.23404	6.48912	6.21539	5.65886
FBgn0037937	Fer3	0.0759558	0.696138	0.714108	0.249958	0.176482	0.365561	0.533046
FBgn0037939	CG14718	0	0.0287848	0.0337461	0	0	0.0151157	0
FBgn0037940	CG14720	0.106933	0.122505	0.430861	0	0	0	0
FBgn0037941	CG12594	0	0.363738	0.304592	0.375594	0.390982	0.484167	0.575055
FBgn0037942	CG14721	7.81493	8.71896	9.81013	4.74012	4.8065	5.13168	10.7179
FBgn0037943	CG14722	17.5936	17.2385	16.5823	16.6244	12.9239	15.0718	19.7478
FBgn0037944	CG6923	2.43266	3.09659	2.16423	3.88643	3.76345	2.62053	3.62645
FBgn0037949	CG17360	1.51727	3.06816	2.14724	1.70234	1.66213	1.66631	2.07957
FBgn0037950	HisCl1	0.349606	0.222402	0.0495462	0.326747	0.488149	0.311424	0.248367
FBgn0037955	CG6950	51.4774	40.2107	36.1166	33.19	28.208	27.8882	30.1845
FBgn0037956	CG6959	1.04964	1.41934	1.54842	0.407706	0.699662	0.527945	0.4468
FBgn0037958	CG6962	4.15729	5.12172	5.13468	7.31485	5.89758	5.60534	7.06656
FBgn0037960	mthl5	44.7464	45.4511	41.8509	22.8354	22.1913	19.9879	17.2517
FBgn0037962	CG6971	0.326286	0.547688	0.0883917	0.258243	0.348344	0.591458	0.331441
FBgn0037963	Cad87A	0.805806	1.41189	1.10955	1.14093	1.16821	1.13657	0.812612
FBgn0037964	CG14731	0	0	0	0	0	0	0
FBgn0037970	GC2	7.39E-81	1.09E-103	0	1.69E-106	2.60E-87	1.10E-117	5.14E-118
FBgn0037972	CG10005	0.070982	0.193576	0.756467	0.046718	0.504523	0.357881	0.751003
FBgn0037973	CG18547	40.2121	37.4823	103.296	14.6279	28.2219	27.581	95.7964
FBgn0037974	CG12224	15.449	10.8443	27.8527	3.97036	4.94997	3.72621	5.90647
FBgn0037975	CG3397	10.136	12.7287	29.0597	2.72621	2.00975	1.43651	2.73588
FBgn0037976	Tk	9.97368	21.8799	20.6158	138.96	218.705	364.252	327.555
FBgn0037978	KLHL18	4.66373	5.94481	5.46805	5.73008	4.78626	5.58142	4.82884
FBgn0037979	GCC185	3.25296	3.81646	4.15989	2.98216	3.04124	2.68268	3.85396
FBgn0037980	CG3313	3.38576	5.18749	3.87624	5.62518	5.42933	4.70003	4.65547
FBgn0037981	Spt3	5.86826	5.2954	4.53461	6.00507	5.32318	7.30252	4.20287
FBgn0037985	ssp5	0.0219277	0	0	0.0144321	0	0	0
FBgn0037986	CG14736	0.0328538	0	0	0	0	0.015301	0.017849
FBgn0037987	CG14739	0	0	0	0.0452392	0	0	0
FBgn0037988	CG14740	0.479855	0.549737	0.460349	0.744444	0.637107	0.474263	0.12027
FBgn0037989	ATP8B	45.5635	48.3361	43.0171	32.8839	24.3659	22.2936	17.367
FBgn0037992	CG4702	0	0	0.0549007	0	0.023744	0.0261594	0
FBgn0037993	dpr15	0	0.0334264	0.0195752	0.00959261	0.0169483	0.00876819	0.0102283
FBgn0037994	CG4810	0	0	0	0	0	0	0
FBgn0037995	CG3809	0	0	0	0	0	0	0
FBgn0037996	CG4830	0.230915	0.231475	4.88469	0.607922	0.90539	1.00716	0.202565
FBgn0037997	CG14742	1.75E-288	0	1.27E-271	0	0	4.76E-256	0
FBgn0037998	CG4848	8.61955	9.6982	8.62237	12.5885	10.8006	11.4115	9.89173
FBgn0037999	CG4860	33.6585	21.4018	19.4669	12.0806	9.02726	9.71089	6.35733
FBgn0038000	CG10014	0	0	0	0	0	0.0231472	0
FBgn0038001	CG17404	0	0	0	0	0.0392479	0	0
FBgn0038002	CG12256	0	0	0	0	0	0	0
FBgn0038003	CG3916	0	0	0	0	0	0	0
FBgn0038005	Cyp313a5	0	0	0	0	0	0.0636432	0
FBgn0038006	Cyp313a2	0	0	0	0.0229378	0	0	0
FBgn0038007	Cyp313a3	0	0.0696759	0	0	0.0353279	0.0182944	0.0213408
FBgn0038008	CG3942	0	0	0.0291561	0	0	0.0130597	0
FBgn0038009	CG17738	0	0	0	0	0	7.34311	0
FBgn0038011	CG4066	0	0	0	0.0201428	0.0177772	0	0
FBgn0038012	CG10013	0	0	0	0	0	0	0.0225934
FBgn0038013	CG10038	39.4163	36.8887	33.3519	39.6719	34.8353	36.6356	39.0488
FBgn0038014	CG10041	1.92352	1.54255	1.72231	3.4182	3.27747	2.5844	1.3049
FBgn0038016	MBD-R2	17.7503	16.9859	13.1472	19.6715	15.4887	17.6825	15.8001
FBgn0038017	CG4115	0.368186	0.120516	0.565151	0.276947	0.244422	0.474647	0.073825
FBgn0038018	Tim17a1	0	0.135613	0.0794934	0.15582	0.103141	0.142428	0.0485845
